CLEARING_TEXTO,FCS_ESTACION_RUTABUS,TISC_PERFIL,Count
10/03/2020,(07201) Guatoque -Veraguas,(005) Discapacidad,53
10/03/2020,(07201) Guatoque -Veraguas,(006) Apoyo Ciudadano,340
10/03/2020,(07503) SAN MATEO,(002) Adulto Mayor,2098
10/03/2020,(07503) SAN MATEO,(005) Discapacidad,518
10/03/2020,(07503) SAN MATEO,(006) Apoyo Ciudadano,2984
10/03/2020,(07504) TERREROS,(002) Adulto Mayor,876
10/03/2020,(07504) TERREROS,(005) Discapacidad,278
10/03/2020,(07504) TERREROS,(006) Apoyo Ciudadano,2116
10/03/2020,(07505) LEON XIII,(002) Adulto Mayor,444
10/03/2020,(07505) LEON XIII,(005) Discapacidad,152
10/03/2020,(07505) LEON XIII,(006) Apoyo Ciudadano,821
10/03/2020,(07506) DESPENSA,(002) Adulto Mayor,117
10/03/2020,(07506) DESPENSA,(005) Discapacidad,36
10/03/2020,(07506) DESPENSA,(006) Apoyo Ciudadano,306
10/03/2020,(08000) Portal Tunal,(002) Adulto Mayor,2080
10/03/2020,(08000) Portal Tunal,(005) Discapacidad,1455
10/03/2020,(08000) Portal Tunal,(006) Apoyo Ciudadano,9032
10/03/2020,(08001) Parque el Tunal,(002) Adulto Mayor,197
10/03/2020,(08001) Parque el Tunal,(005) Discapacidad,98
10/03/2020,(08001) Parque el Tunal,(006) Apoyo Ciudadano,640
10/03/2020,(08002) Biblioteca,(002) Adulto Mayor,165
10/03/2020,(08002) Biblioteca,(005) Discapacidad,132
10/03/2020,(08002) Biblioteca,(006) Apoyo Ciudadano,441
10/03/2020,(08100) Portal Tunal Cable,(002) Adulto Mayor,1
10/03/2020,(08100) Portal Tunal Cable,(006) Apoyo Ciudadano,3
10/03/2020,(09000) Cabecera Usme,(002) Adulto Mayor,2531
10/03/2020,(09000) Cabecera Usme,(005) Discapacidad,1823
10/03/2020,(09000) Cabecera Usme,(006) Apoyo Ciudadano,9252
10/03/2020,(09001) Molinos,(002) Adulto Mayor,1118
10/03/2020,(09001) Molinos,(005) Discapacidad,823
10/03/2020,(09001) Molinos,(006) Apoyo Ciudadano,3483
10/03/2020,(09002) Consuelo,(002) Adulto Mayor,90
10/03/2020,(09002) Consuelo,(005) Discapacidad,96
10/03/2020,(09002) Consuelo,(006) Apoyo Ciudadano,480
10/03/2020,(09003) Socorro,(002) Adulto Mayor,146
10/03/2020,(09003) Socorro,(005) Discapacidad,113
10/03/2020,(09003) Socorro,(006) Apoyo Ciudadano,554
10/03/2020,(09004) Santa Lucía,(002) Adulto Mayor,582
10/03/2020,(09004) Santa Lucía,(005) Discapacidad,369
10/03/2020,(09004) Santa Lucía,(006) Apoyo Ciudadano,2408
10/03/2020,(09100) Calle 40 Sur,(002) Adulto Mayor,879
10/03/2020,(09100) Calle 40 Sur,(005) Discapacidad,549
10/03/2020,(09100) Calle 40 Sur,(006) Apoyo Ciudadano,2459
10/03/2020,(09101) Quiroga,(002) Adulto Mayor,250
10/03/2020,(09101) Quiroga,(005) Discapacidad,159
10/03/2020,(09101) Quiroga,(006) Apoyo Ciudadano,543
10/03/2020,(09103) Olaya,(002) Adulto Mayor,681
10/03/2020,(09103) Olaya,(005) Discapacidad,374
10/03/2020,(09103) Olaya,(006) Apoyo Ciudadano,1232
10/03/2020,(09104) Restrepo,(002) Adulto Mayor,1232
10/03/2020,(09104) Restrepo,(005) Discapacidad,631
10/03/2020,(09104) Restrepo,(006) Apoyo Ciudadano,2977
10/03/2020,(09105) Río Fucha,(002) Adulto Mayor,372
10/03/2020,(09105) Río Fucha,(005) Discapacidad,196
10/03/2020,(09105) Río Fucha,(006) Apoyo Ciudadano,567
10/03/2020,(09106) Nariño,(002) Adulto Mayor,382
10/03/2020,(09106) Nariño,(005) Discapacidad,166
10/03/2020,(09106) Nariño,(006) Apoyo Ciudadano,602
10/03/2020,(09107) Hortúa,(002) Adulto Mayor,583
10/03/2020,(09107) Hortúa,(005) Discapacidad,413
10/03/2020,(09107) Hortúa,(006) Apoyo Ciudadano,1013
10/03/2020,(09108) Hospital,(002) Adulto Mayor,80
10/03/2020,(09108) Hospital,(005) Discapacidad,121
10/03/2020,(09108) Hospital,(006) Apoyo Ciudadano,221
10/03/2020,(09109) Tercer Milenio,(002) Adulto Mayor,281
10/03/2020,(09109) Tercer Milenio,(005) Discapacidad,112
10/03/2020,(09109) Tercer Milenio,(006) Apoyo Ciudadano,442
10/03/2020,(09110) Avenida Jimenez,(002) Adulto Mayor,2063
10/03/2020,(09110) Avenida Jimenez,(005) Discapacidad,747
10/03/2020,(09110) Avenida Jimenez,(006) Apoyo Ciudadano,2994
10/03/2020,(09111) Calle 19,(002) Adulto Mayor,966
10/03/2020,(09111) Calle 19,(005) Discapacidad,283
10/03/2020,(09111) Calle 19,(006) Apoyo Ciudadano,1216
10/03/2020,(09113) Calle 22,(002) Adulto Mayor,320
10/03/2020,(09113) Calle 22,(005) Discapacidad,148
10/03/2020,(09113) Calle 22,(006) Apoyo Ciudadano,673
10/03/2020,(09114) Calle 26,(002) Adulto Mayor,770
10/03/2020,(09114) Calle 26,(005) Discapacidad,203
10/03/2020,(09114) Calle 26,(006) Apoyo Ciudadano,1110
10/03/2020,(09115) Calle 34,(002) Adulto Mayor,1182
10/03/2020,(09115) Calle 34,(005) Discapacidad,399
10/03/2020,(09115) Calle 34,(006) Apoyo Ciudadano,1877
10/03/2020,(09116) Avenida 39,(002) Adulto Mayor,918
10/03/2020,(09116) Avenida 39,(005) Discapacidad,254
10/03/2020,(09116) Avenida 39,(006) Apoyo Ciudadano,1243
10/03/2020,(09117) Calle 45,(002) Adulto Mayor,1604
10/03/2020,(09117) Calle 45,(005) Discapacidad,429
10/03/2020,(09117) Calle 45,(006) Apoyo Ciudadano,1960
10/03/2020,(09118) Marly,(002) Adulto Mayor,3011
10/03/2020,(09118) Marly,(005) Discapacidad,953
10/03/2020,(09118) Marly,(006) Apoyo Ciudadano,3170
10/03/2020,(09119) Calle 57,(002) Adulto Mayor,1197
10/03/2020,(09119) Calle 57,(005) Discapacidad,349
10/03/2020,(09119) Calle 57,(006) Apoyo Ciudadano,1430
10/03/2020,(09120) Calle 63,(002) Adulto Mayor,1960
10/03/2020,(09120) Calle 63,(005) Discapacidad,625
10/03/2020,(09120) Calle 63,(006) Apoyo Ciudadano,3139
10/03/2020,(09121) Las Flores,(002) Adulto Mayor,1406
10/03/2020,(09121) Las Flores,(005) Discapacidad,433
10/03/2020,(09121) Las Flores,(006) Apoyo Ciudadano,2178
10/03/2020,(09122) Calle 72,(002) Adulto Mayor,1559
10/03/2020,(09122) Calle 72,(005) Discapacidad,456
10/03/2020,(09122) Calle 72,(006) Apoyo Ciudadano,3003
10/03/2020,(09123) Calle 76,(002) Adulto Mayor,1865
10/03/2020,(09123) Calle 76,(005) Discapacidad,594
10/03/2020,(09123) Calle 76,(006) Apoyo Ciudadano,2507
10/03/2020,(10000) Portal 20 de Julio,(002) Adulto Mayor,1852
10/03/2020,(10000) Portal 20 de Julio,(005) Discapacidad,1067
10/03/2020,(10000) Portal 20 de Julio,(006) Apoyo Ciudadano,6250
10/03/2020,(10001) Country Sur,(002) Adulto Mayor,583
10/03/2020,(10001) Country Sur,(005) Discapacidad,295
10/03/2020,(10001) Country Sur,(006) Apoyo Ciudadano,1221
10/03/2020,(10002) Av. Primero de Mayo,(002) Adulto Mayor,1202
10/03/2020,(10002) Av. Primero de Mayo,(005) Discapacidad,575
10/03/2020,(10002) Av. Primero de Mayo,(006) Apoyo Ciudadano,3329
10/03/2020,(10003) Ciudad Jardín,(002) Adulto Mayor,165
10/03/2020,(10003) Ciudad Jardín,(005) Discapacidad,44
10/03/2020,(10003) Ciudad Jardín,(006) Apoyo Ciudadano,226
10/03/2020,(10004) Policarpa,(002) Adulto Mayor,153
10/03/2020,(10004) Policarpa,(005) Discapacidad,75
10/03/2020,(10004) Policarpa,(006) Apoyo Ciudadano,266
10/03/2020,(10005) Bicentenario,(002) Adulto Mayor,242
10/03/2020,(10005) Bicentenario,(005) Discapacidad,141
10/03/2020,(10005) Bicentenario,(006) Apoyo Ciudadano,611
10/03/2020,(10006) San Victorino,(002) Adulto Mayor,841
10/03/2020,(10006) San Victorino,(005) Discapacidad,303
10/03/2020,(10006) San Victorino,(006) Apoyo Ciudadano,1434
10/03/2020,(10007) Las Nieves,(002) Adulto Mayor,827
10/03/2020,(10007) Las Nieves,(005) Discapacidad,255
10/03/2020,(10007) Las Nieves,(006) Apoyo Ciudadano,1211
10/03/2020,(10008) San Diego,(002) Adulto Mayor,375
10/03/2020,(10008) San Diego,(005) Discapacidad,123
10/03/2020,(10008) San Diego,(006) Apoyo Ciudadano,803
10/03/2020,(10009) Museo Nacional,(002) Adulto Mayor,867
10/03/2020,(10009) Museo Nacional,(005) Discapacidad,305
10/03/2020,(10009) Museo Nacional,(006) Apoyo Ciudadano,1793
10/03/2020,(10010) San Bernardo,(002) Adulto Mayor,357
10/03/2020,(10010) San Bernardo,(005) Discapacidad,223
10/03/2020,(10010) San Bernardo,(006) Apoyo Ciudadano,643
10/03/2020,(12000) Puente Aranda,(002) Adulto Mayor,83
10/03/2020,(12000) Puente Aranda,(005) Discapacidad,51
10/03/2020,(12000) Puente Aranda,(006) Apoyo Ciudadano,205
10/03/2020,(12001) Carrera 43,(002) Adulto Mayor,322
10/03/2020,(12001) Carrera 43,(005) Discapacidad,107
10/03/2020,(12001) Carrera 43,(006) Apoyo Ciudadano,583
10/03/2020,(12002) CDS - Carrera 32,(002) Adulto Mayor,138
10/03/2020,(12002) CDS - Carrera 32,(005) Discapacidad,55
10/03/2020,(12002) CDS - Carrera 32,(006) Apoyo Ciudadano,402
10/03/2020,(12003) Ricaurte,(002) Adulto Mayor,383
10/03/2020,(12003) Ricaurte,(005) Discapacidad,97
10/03/2020,(12003) Ricaurte,(006) Apoyo Ciudadano,549
10/03/2020,(12004) Carrera 22,(002) Adulto Mayor,320
10/03/2020,(12004) Carrera 22,(005) Discapacidad,98
10/03/2020,(12004) Carrera 22,(006) Apoyo Ciudadano,391
10/03/2020,(12007) Zona Industrial,(002) Adulto Mayor,303
10/03/2020,(12007) Zona Industrial,(005) Discapacidad,125
10/03/2020,(12007) Zona Industrial,(006) Apoyo Ciudadano,700
10/03/2020,(14001) La Sabana,(002) Adulto Mayor,253
10/03/2020,(14001) La Sabana,(005) Discapacidad,115
10/03/2020,(14001) La Sabana,(006) Apoyo Ciudadano,353
10/03/2020,(14004) Museo del Oro,(002) Adulto Mayor,1471
10/03/2020,(14004) Museo del Oro,(005) Discapacidad,288
10/03/2020,(14004) Museo del Oro,(006) Apoyo Ciudadano,1283
10/03/2020,(14005) Las Aguas,(002) Adulto Mayor,868
10/03/2020,(14005) Las Aguas,(005) Discapacidad,214
10/03/2020,(14005) Las Aguas,(006) Apoyo Ciudadano,1040
10/03/2020,(40000) Cable Portal Tunal,(002) Adulto Mayor,496
10/03/2020,(40000) Cable Portal Tunal,(005) Discapacidad,256
10/03/2020,(40000) Cable Portal Tunal,(006) Apoyo Ciudadano,2868
10/03/2020,(40001) Juan Pablo II,(002) Adulto Mayor,124
10/03/2020,(40001) Juan Pablo II,(005) Discapacidad,113
10/03/2020,(40001) Juan Pablo II,(006) Apoyo Ciudadano,709
10/03/2020,(40002) Manitas,(002) Adulto Mayor,101
10/03/2020,(40002) Manitas,(005) Discapacidad,47
10/03/2020,(40002) Manitas,(006) Apoyo Ciudadano,627
10/03/2020,(40003) Mirador del Paraiso,(002) Adulto Mayor,256
10/03/2020,(40003) Mirador del Paraiso,(005) Discapacidad,167
10/03/2020,(40003) Mirador del Paraiso,(006) Apoyo Ciudadano,1574
10/03/2020,(57503) Ampliacion San Mateo,(002) Adulto Mayor,599
10/03/2020,(57503) Ampliacion San Mateo,(005) Discapacidad,177
10/03/2020,(57503) Ampliacion San Mateo,(006) Apoyo Ciudadano,1324
11/03/2020,(02000) Cabecera Autopista Norte,(002) Adulto Mayor,4857
11/03/2020,(02000) Cabecera Autopista Norte,(005) Discapacidad,1026
11/03/2020,(02000) Cabecera Autopista Norte,(006) Apoyo Ciudadano,5354
11/03/2020,(02001) Centro Comercial Santa Fe,(002) Adulto Mayor,705
11/03/2020,(02001) Centro Comercial Santa Fe,(005) Discapacidad,73
11/03/2020,(02001) Centro Comercial Santa Fe,(006) Apoyo Ciudadano,487
11/03/2020,(02101) Toberín,(002) Adulto Mayor,1838
11/03/2020,(02101) Toberín,(005) Discapacidad,291
11/03/2020,(02101) Toberín,(006) Apoyo Ciudadano,1281
11/03/2020,(02102) Calle 161,(002) Adulto Mayor,449
11/03/2020,(02102) Calle 161,(005) Discapacidad,72
11/03/2020,(02102) Calle 161,(006) Apoyo Ciudadano,318
11/03/2020,(02103) Mazurén,(002) Adulto Mayor,574
11/03/2020,(02103) Mazurén,(005) Discapacidad,69
11/03/2020,(02103) Mazurén,(006) Apoyo Ciudadano,354
11/03/2020,(02104) Calle 146,(002) Adulto Mayor,1339
11/03/2020,(02104) Calle 146,(005) Discapacidad,128
11/03/2020,(02104) Calle 146,(006) Apoyo Ciudadano,708
11/03/2020,(02105) Calle 142,(002) Adulto Mayor,1268
11/03/2020,(02105) Calle 142,(005) Discapacidad,123
11/03/2020,(02105) Calle 142,(006) Apoyo Ciudadano,888
11/03/2020,(02200) Alcalá,(002) Adulto Mayor,2110
11/03/2020,(02200) Alcalá,(005) Discapacidad,282
11/03/2020,(02200) Alcalá,(006) Apoyo Ciudadano,1965
11/03/2020,(02201) Prado,(002) Adulto Mayor,972
11/03/2020,(02201) Prado,(005) Discapacidad,162
11/03/2020,(02201) Prado,(006) Apoyo Ciudadano,987
11/03/2020,(02202) Calle 127,(002) Adulto Mayor,1406
11/03/2020,(02202) Calle 127,(005) Discapacidad,267
11/03/2020,(02202) Calle 127,(006) Apoyo Ciudadano,1793
11/03/2020,(02204) Pepe Sierra,(002) Adulto Mayor,1139
11/03/2020,(02204) Pepe Sierra,(005) Discapacidad,234
11/03/2020,(02204) Pepe Sierra,(006) Apoyo Ciudadano,1483
11/03/2020,(02205) Calle 106,(002) Adulto Mayor,1043
11/03/2020,(02205) Calle 106,(005) Discapacidad,201
11/03/2020,(02205) Calle 106,(006) Apoyo Ciudadano,1054
11/03/2020,(02300) Calle 100,(002) Adulto Mayor,2755
11/03/2020,(02300) Calle 100,(005) Discapacidad,636
11/03/2020,(02300) Calle 100,(006) Apoyo Ciudadano,2874
11/03/2020,(02302) Virrey,(002) Adulto Mayor,923
11/03/2020,(02302) Virrey,(005) Discapacidad,211
11/03/2020,(02302) Virrey,(006) Apoyo Ciudadano,1396
11/03/2020,(02303) Calle 85,(002) Adulto Mayor,1226
11/03/2020,(02303) Calle 85,(005) Discapacidad,299
11/03/2020,(02303) Calle 85,(006) Apoyo Ciudadano,1486
11/03/2020,(02304) Heroes,(002) Adulto Mayor,1276
11/03/2020,(02304) Heroes,(005) Discapacidad,326
11/03/2020,(02304) Heroes,(006) Apoyo Ciudadano,1712
11/03/2020,(02502) Terminal,(002) Adulto Mayor,699
11/03/2020,(02502) Terminal,(005) Discapacidad,113
11/03/2020,(02502) Terminal,(006) Apoyo Ciudadano,565
11/03/2020,(03000) Portal Suba,(002) Adulto Mayor,3998
11/03/2020,(03000) Portal Suba,(005) Discapacidad,1156
11/03/2020,(03000) Portal Suba,(006) Apoyo Ciudadano,5276
11/03/2020,(03001) LA CAMPIÑA,(002) Adulto Mayor,695
11/03/2020,(03001) LA CAMPIÑA,(005) Discapacidad,141
11/03/2020,(03001) LA CAMPIÑA,(006) Apoyo Ciudadano,519
11/03/2020,(03002) SUBA - TV- 91,(002) Adulto Mayor,559
11/03/2020,(03002) SUBA - TV- 91,(005) Discapacidad,156
11/03/2020,(03002) SUBA - TV- 91,(006) Apoyo Ciudadano,633
11/03/2020,(03003) 21 ANGELES,(002) Adulto Mayor,186
11/03/2020,(03003) 21 ANGELES,(005) Discapacidad,36
11/03/2020,(03003) 21 ANGELES,(006) Apoyo Ciudadano,184
11/03/2020,(03004) GRATAMIRA,(002) Adulto Mayor,72
11/03/2020,(03004) GRATAMIRA,(005) Discapacidad,12
11/03/2020,(03004) GRATAMIRA,(006) Apoyo Ciudadano,97
11/03/2020,(03005) SUBA - AV. BOYACA,(002) Adulto Mayor,398
11/03/2020,(03005) SUBA - AV. BOYACA,(005) Discapacidad,104
11/03/2020,(03005) SUBA - AV. BOYACA,(006) Apoyo Ciudadano,713
11/03/2020,(03006) NIZA - CALLE 127,(002) Adulto Mayor,692
11/03/2020,(03006) NIZA - CALLE 127,(005) Discapacidad,117
11/03/2020,(03006) NIZA - CALLE 127,(006) Apoyo Ciudadano,685
11/03/2020,(03007) HUMEDAL CORDOBA,(002) Adulto Mayor,201
11/03/2020,(03007) HUMEDAL CORDOBA,(005) Discapacidad,40
11/03/2020,(03007) HUMEDAL CORDOBA,(006) Apoyo Ciudadano,219
11/03/2020,(03009) Av. Suba- Calle 116,(002) Adulto Mayor,724
11/03/2020,(03009) Av. Suba- Calle 116,(005) Discapacidad,132
11/03/2020,(03009) Av. Suba- Calle 116,(006) Apoyo Ciudadano,809
11/03/2020,(03010) PUENTE LARGO,(002) Adulto Mayor,435
11/03/2020,(03010) PUENTE LARGO,(005) Discapacidad,124
11/03/2020,(03010) PUENTE LARGO,(006) Apoyo Ciudadano,612
11/03/2020,(03011) SUBA - CALLE 100,(002) Adulto Mayor,712
11/03/2020,(03011) SUBA - CALLE 100,(005) Discapacidad,168
11/03/2020,(03011) SUBA - CALLE 100,(006) Apoyo Ciudadano,781
11/03/2020,(03012) SUBA - CALLE 95,(002) Adulto Mayor,470
11/03/2020,(03012) SUBA - CALLE 95,(005) Discapacidad,132
11/03/2020,(03012) SUBA - CALLE 95,(006) Apoyo Ciudadano,637
11/03/2020,(03013) RIO NEGRO,(002) Adulto Mayor,314
11/03/2020,(03013) RIO NEGRO,(005) Discapacidad,84
11/03/2020,(03013) RIO NEGRO,(006) Apoyo Ciudadano,457
11/03/2020,(03014) SAN MARTIN,(002) Adulto Mayor,68
11/03/2020,(03014) SAN MARTIN,(005) Discapacidad,11
11/03/2020,(03014) SAN MARTIN,(006) Apoyo Ciudadano,73
11/03/2020,(04000) Cabecera Calle 80,(002) Adulto Mayor,4886
11/03/2020,(04000) Cabecera Calle 80,(005) Discapacidad,903
11/03/2020,(04000) Cabecera Calle 80,(006) Apoyo Ciudadano,3204
11/03/2020,(04001) Quirigua,(002) Adulto Mayor,309
11/03/2020,(04001) Quirigua,(005) Discapacidad,65
11/03/2020,(04001) Quirigua,(006) Apoyo Ciudadano,265
11/03/2020,(04002) Carrera 90,(002) Adulto Mayor,586
11/03/2020,(04002) Carrera 90,(005) Discapacidad,118
11/03/2020,(04002) Carrera 90,(006) Apoyo Ciudadano,467
11/03/2020,(04003) Avenida Ciudad de Cali,(002) Adulto Mayor,591
11/03/2020,(04003) Avenida Ciudad de Cali,(005) Discapacidad,168
11/03/2020,(04003) Avenida Ciudad de Cali,(006) Apoyo Ciudadano,1021
11/03/2020,(04004) La Granja,(002) Adulto Mayor,496
11/03/2020,(04004) La Granja,(005) Discapacidad,86
11/03/2020,(04004) La Granja,(006) Apoyo Ciudadano,434
11/03/2020,(04100) Carrera 77,(002) Adulto Mayor,520
11/03/2020,(04100) Carrera 77,(005) Discapacidad,165
11/03/2020,(04100) Carrera 77,(006) Apoyo Ciudadano,672
11/03/2020,(04101) Minuto de Dios,(002) Adulto Mayor,520
11/03/2020,(04101) Minuto de Dios,(005) Discapacidad,118
11/03/2020,(04101) Minuto de Dios,(006) Apoyo Ciudadano,657
11/03/2020,(04102) Avenida Boyaca,(002) Adulto Mayor,615
11/03/2020,(04102) Avenida Boyaca,(005) Discapacidad,94
11/03/2020,(04102) Avenida Boyaca,(006) Apoyo Ciudadano,600
11/03/2020,(04103) Las Ferias,(002) Adulto Mayor,340
11/03/2020,(04103) Las Ferias,(005) Discapacidad,82
11/03/2020,(04103) Las Ferias,(006) Apoyo Ciudadano,390
11/03/2020,(04104) Avenida 68,(002) Adulto Mayor,687
11/03/2020,(04104) Avenida 68,(005) Discapacidad,173
11/03/2020,(04104) Avenida 68,(006) Apoyo Ciudadano,901
11/03/2020,(04105) Carrera 53,(002) Adulto Mayor,341
11/03/2020,(04105) Carrera 53,(005) Discapacidad,72
11/03/2020,(04105) Carrera 53,(006) Apoyo Ciudadano,345
11/03/2020,(04106) Carrera 47,(002) Adulto Mayor,246
11/03/2020,(04106) Carrera 47,(005) Discapacidad,52
11/03/2020,(04106) Carrera 47,(006) Apoyo Ciudadano,261
11/03/2020,(04107) Escuela Militar,(002) Adulto Mayor,151
11/03/2020,(04107) Escuela Militar,(005) Discapacidad,33
11/03/2020,(04107) Escuela Militar,(006) Apoyo Ciudadano,187
11/03/2020,(04108) El Polo,(002) Adulto Mayor,460
11/03/2020,(04108) El Polo,(005) Discapacidad,110
11/03/2020,(04108) El Polo,(006) Apoyo Ciudadano,554
11/03/2020,(05000) Portal Américas,(002) Adulto Mayor,3426
11/03/2020,(05000) Portal Américas,(005) Discapacidad,2163
11/03/2020,(05000) Portal Américas,(006) Apoyo Ciudadano,11429
11/03/2020,(05001) Patio Bonito,(002) Adulto Mayor,483
11/03/2020,(05001) Patio Bonito,(005) Discapacidad,292
11/03/2020,(05001) Patio Bonito,(006) Apoyo Ciudadano,1917
11/03/2020,(05002) Tintal,(002) Adulto Mayor,793
11/03/2020,(05002) Tintal,(005) Discapacidad,296
11/03/2020,(05002) Tintal,(006) Apoyo Ciudadano,1579
11/03/2020,(05005) Transversal 86,(002) Adulto Mayor,198
11/03/2020,(05005) Transversal 86,(005) Discapacidad,53
11/03/2020,(05005) Transversal 86,(006) Apoyo Ciudadano,240
11/03/2020,(05100) Banderas P. Central,(002) Adulto Mayor,2909
11/03/2020,(05100) Banderas P. Central,(005) Discapacidad,829
11/03/2020,(05100) Banderas P. Central,(006) Apoyo Ciudadano,2722
11/03/2020,(05101) Mandalay - Cr.73,(002) Adulto Mayor,185
11/03/2020,(05101) Mandalay - Cr.73,(005) Discapacidad,35
11/03/2020,(05101) Mandalay - Cr.73,(006) Apoyo Ciudadano,129
11/03/2020,(05102) Av. Américas - Av. Boyacá,(002) Adulto Mayor,395
11/03/2020,(05102) Av. Américas - Av. Boyacá,(005) Discapacidad,95
11/03/2020,(05102) Av. Américas - Av. Boyacá,(006) Apoyo Ciudadano,364
11/03/2020,(05103) Marsella,(002) Adulto Mayor,448
11/03/2020,(05103) Marsella,(005) Discapacidad,115
11/03/2020,(05103) Marsella,(006) Apoyo Ciudadano,460
11/03/2020,(05105) Pradera,(002) Adulto Mayor,726
11/03/2020,(05105) Pradera,(005) Discapacidad,374
11/03/2020,(05105) Pradera,(006) Apoyo Ciudadano,1307
11/03/2020,(05107) Américas - Cr.53,(002) Adulto Mayor,514
11/03/2020,(05107) Américas - Cr.53,(005) Discapacidad,184
11/03/2020,(05107) Américas - Cr.53,(006) Apoyo Ciudadano,963
11/03/2020,(06000) Portal Eldorado,(002) Adulto Mayor,2696
11/03/2020,(06000) Portal Eldorado,(005) Discapacidad,1070
11/03/2020,(06000) Portal Eldorado,(006) Apoyo Ciudadano,5075
11/03/2020,(06001) Modelia,(002) Adulto Mayor,355
11/03/2020,(06001) Modelia,(005) Discapacidad,91
11/03/2020,(06001) Modelia,(006) Apoyo Ciudadano,604
11/03/2020,(06002) Normandía,(002) Adulto Mayor,422
11/03/2020,(06002) Normandía,(005) Discapacidad,73
11/03/2020,(06002) Normandía,(006) Apoyo Ciudadano,412
11/03/2020,(06100) Av. Rojas,(002) Adulto Mayor,381
11/03/2020,(06100) Av. Rojas,(005) Discapacidad,89
11/03/2020,(06100) Av. Rojas,(006) Apoyo Ciudadano,524
11/03/2020,(06101) El Tiempo,(002) Adulto Mayor,558
11/03/2020,(06101) El Tiempo,(005) Discapacidad,184
11/03/2020,(06101) El Tiempo,(006) Apoyo Ciudadano,784
11/03/2020,(06102) Salitre El Greco,(002) Adulto Mayor,516
11/03/2020,(06102) Salitre El Greco,(005) Discapacidad,171
11/03/2020,(06102) Salitre El Greco,(006) Apoyo Ciudadano,613
11/03/2020,(06103) CAN,(002) Adulto Mayor,494
11/03/2020,(06103) CAN,(005) Discapacidad,146
11/03/2020,(06103) CAN,(006) Apoyo Ciudadano,645
11/03/2020,(06104) Gobernación,(002) Adulto Mayor,322
11/03/2020,(06104) Gobernación,(005) Discapacidad,100
11/03/2020,(06104) Gobernación,(006) Apoyo Ciudadano,433
11/03/2020,(06105) Quinta Paredes,(002) Adulto Mayor,196
11/03/2020,(06105) Quinta Paredes,(005) Discapacidad,40
11/03/2020,(06105) Quinta Paredes,(006) Apoyo Ciudadano,214
11/03/2020,(06106) Recinto Ferial,(002) Adulto Mayor,328
11/03/2020,(06106) Recinto Ferial,(005) Discapacidad,86
11/03/2020,(06106) Recinto Ferial,(006) Apoyo Ciudadano,441
11/03/2020,(06107) Ciudad Universitaria,(002) Adulto Mayor,421
11/03/2020,(06107) Ciudad Universitaria,(005) Discapacidad,112
11/03/2020,(06107) Ciudad Universitaria,(006) Apoyo Ciudadano,536
11/03/2020,(06108) Concejo de Bogotá,(002) Adulto Mayor,250
11/03/2020,(06108) Concejo de Bogotá,(005) Discapacidad,74
11/03/2020,(06108) Concejo de Bogotá,(006) Apoyo Ciudadano,376
11/03/2020,(06109) Centro Memoria,(002) Adulto Mayor,250
11/03/2020,(06109) Centro Memoria,(005) Discapacidad,98
11/03/2020,(06109) Centro Memoria,(006) Apoyo Ciudadano,559
11/03/2020,(06111) Universidades,(002) Adulto Mayor,672
11/03/2020,(06111) Universidades,(005) Discapacidad,195
11/03/2020,(06111) Universidades,(006) Apoyo Ciudadano,1062
11/03/2020,(07000) Portal Sur,(002) Adulto Mayor,3126
11/03/2020,(07000) Portal Sur,(005) Discapacidad,1347
11/03/2020,(07000) Portal Sur,(006) Apoyo Ciudadano,8722
11/03/2020,(07001) PERDOMO,(002) Adulto Mayor,371
11/03/2020,(07001) PERDOMO,(005) Discapacidad,105
11/03/2020,(07001) PERDOMO,(006) Apoyo Ciudadano,643
11/03/2020,(07002) MADELENA,(002) Adulto Mayor,460
11/03/2020,(07002) MADELENA,(005) Discapacidad,117
11/03/2020,(07002) MADELENA,(006) Apoyo Ciudadano,522
11/03/2020,(07003) SEVILLANA,(002) Adulto Mayor,197
11/03/2020,(07003) SEVILLANA,(005) Discapacidad,74
11/03/2020,(07003) SEVILLANA,(006) Apoyo Ciudadano,398
11/03/2020,(07004) VENECIA,(002) Adulto Mayor,531
11/03/2020,(07004) VENECIA,(005) Discapacidad,165
11/03/2020,(07004) VENECIA,(006) Apoyo Ciudadano,1165
11/03/2020,(07005) ALQUERIA,(002) Adulto Mayor,463
11/03/2020,(07005) ALQUERIA,(005) Discapacidad,127
11/03/2020,(07005) ALQUERIA,(006) Apoyo Ciudadano,638
11/03/2020,(07006) General Santander,(002) Adulto Mayor,466
11/03/2020,(07006) General Santander,(005) Discapacidad,164
11/03/2020,(07006) General Santander,(006) Apoyo Ciudadano,1030
11/03/2020,(07007) NQS - Calle 38A Sur,(002) Adulto Mayor,408
11/03/2020,(07007) NQS - Calle 38A Sur,(005) Discapacidad,109
11/03/2020,(07007) NQS - Calle 38A Sur,(006) Apoyo Ciudadano,541
11/03/2020,(07008) NQS - Calle 30 Sur,(002) Adulto Mayor,252
11/03/2020,(07008) NQS - Calle 30 Sur,(005) Discapacidad,66
11/03/2020,(07008) NQS - Calle 30 Sur,(006) Apoyo Ciudadano,242
11/03/2020,(07009) SENA,(002) Adulto Mayor,526
11/03/2020,(07009) SENA,(005) Discapacidad,160
11/03/2020,(07009) SENA,(006) Apoyo Ciudadano,734
