RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Hospital Del Sur Empresa Social Del Estado;UPA 30 Bomberos;CL 40 C SUR # 79 10;2732535;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 35  Cundinamarca;CL 19 A # 34 94;2448483;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 36 Asunción Bochica;CL 1 H # 35 67;2474800;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 37 Pio Xii;KR 79 D # 6 15;2928821;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 46 Santa Rita;CL 37 A SUR # 39 B 35;2032000;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 63 Alquería;CL 38 D # 68 C 48 SUR;2707812;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 68 Britalia;KR 81 C # 48 25 SUR;2655462;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 79 Carvajal;KR 72 N # 35 B 11 SUR;4036076;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 91 Class;CL 57 B SUR # 80 H 53;7804489;gerencia@hospitaldelsur.gov.co;Publica
Hospital Del Sur Empresa Social Del Estado;UPA 92 Patios;CL 2 A # 88 B 47;4533984;gerencia@hospitaldelsur.gov.co;Publica
Hospital El Tunal III Nivel E.S.E.;Hospital El Tunal III Nivel E.S.E.;KR 20 # 47 B 35 SUR;7693030;gerencia@hospitaleltunal.co;Publica
Hospital En Casa Sa;Hospital En Casa Oficina Bogota;KR 28 B 78 41;3199555;alvaro_hernandez@hospitalencasa.com.co;Privada
Hospital Engativa II Nivel Empresa Social Del Estado;CAMI Emaus Consulta Externa;CL 64 C # 121 76;2295573-4;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;CAMI Ferias;CL 75 # 69 H 08;2913300 Ext. 1404;gerencia@hospitalengativa.gov.co,calidad@hospital;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;Engativa Simon Bolivar;CL 165 # 7 06 PI 1;6767940 Ext. 3974;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;Hospital Engativa E.S.E CAMI Emaus Urgencias;CL 64 # 121 60;2913300 Ext. 1406;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;Hospital Engativa II Nivel  E.S.E Sede Calle 80;TV 100 A # 80 A 50;2913300 Ext. 1222;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Alamos;KR 97 A # 65 63;4363310;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Bachue;CL 88 # 95 F 00;4418629;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Bellavista;KR 69 # 68 A 34;6305397;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Boyaca Real;KR 74 A # 69 A 38;4382117-252;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Española;CL 83 # 85 A 17;2513336;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Estrada;KR 69 P # 64 08;6601827;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Garces Navas;KR 107 # 75 B 08;2279809;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Minuto De Dios;KR 73 A # 81 B 10;29113300 Ext. 1411;gerencia@hospitalengativa.gov.co;Publica
Hospital Engativa II Nivel Empresa Social Del Estado;UPA Quirigua;CL 91 # 89 A 20;4301810;;Publica
Hospital Fontibon Ese;CAMI 2 Fontibon;KR 99 # 16 I 15;5425232;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;CAMI San Pablo;KR 104 # 20 C 21;5425232;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;Centro Dia;KR 97 A # 19 34;4134742;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;Unidad Medica Ambulatoria;KR 106 # 15 A 32;4860033;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;UPA 48 San Pablo;CL 25 A # 122 25;2675284;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;UPA 49 Internacional;CL 23 # 112 74;2675304;fontibon@ese.bogota.gov.co;Publica
Hospital Fontibon Ese;UPA 50 Puerta De Teja;KR 96 A # 25 G 26;275324;fontibon@ese.bogota.gov.co;Publica
Hospital La Victoria III Nivel E.S.E;Hospital La Victoria III Nivel E.S.E;DG 39 SUR # 3 20 ES;2066791;victoria@esebogota.gov.co;Publica
Hospital La Victoria III Nivel E.S.E;Unidad De Cronicos Hospital La Victoria E.S.E. III Nivel;CL 49 A # 16 63;3725610;fpena1@esevictoria.gov.co;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen E.S.E. -Consulta Externa # 1;KR 18 B # 60 G 15 SUR;7619082;;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen E.S.E.- Unidad Hospitalaria;KR 18 A BIS # 60 G 20 SUR;6719082;;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen E.S.E.-Consulta Externa # 3;KR 18 A BIS # 60 G 65 SUR;7619082;;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen II Nivel Ese Sede Consulta Externa;KR 18 A BIS # 60 G 84 SUR;7619082;;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen II Nivel Ese Sede Farmacia Y Laboratorio Clínico;KR 18 A BIS # 60 G 20 SUR;7619082;gerenciameissen@gmail.com;Publica
Hospital Meissen II Nivel Ese;Hospital Meissen II Nivel Ese Sede Principal;KR 18 B # 60 G 36 SUR;7619082;hospitalmeissen@gmail.com;Publica
Hospital Militar Central;Hospital Militar Central;TV 3 # 49 00;3486868;"ayudantia@hospitalmilitarcentral.gov.co;";Privada
Hospital Occidente De Kennedy III Nivel Empresa Social Del Estado;Hospital Occidente De Kennedy III Nivel Empresa Social Del Estado;TV 74 F # 40 B 54 SUR;4546800;"kennedy@esebogota.gov.co;oficinacalidadhok@hotma";Publica
Hospital Occidente De Kennedy III Nivel Empresa Social Del Estado;Hospital Occidente De Kennedy UPA 30 Bomberos;CL 40 C SUR # 79 10 CS 1 2 3 4 5 6;4480030;gerencia@hokennedy.gov.co;Publica
Hospital Occidente De Kennedy III Nivel Empresa Social Del Estado;Unidad De Salud Mental Floralia;CL 37 D SUR # 68 H 50;4034756;;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Cad Nuevas Delicias;TV 72 B # 44 D 21 SUR PI 1;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E Centro De Salud Y Desarrollo Humano Santa Fe;CL 56 F # 97 B 27 SUR;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E UPA Piamonte;CL 68 SUR # 78 H 20;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - CAMI Pablo Vi Bosa;CL 71 BIS SUR # 77 I 21;5798805;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UBA El Jardín;KR 80 P # 83 14 SUR;4490615;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UBA El Toche;DG 91 SUR # 87 03;7798565;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UBA San Bernardino;KR 87 B # 79 C 51 SUR;5762666;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UBA San Joaquín;KR 88 G # 72 A 11 SUR MJ;7849142;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA Cabañas;CL 57 SUR # 89 B 19 MJ;7844538;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA El Porvenir;KR 87 # 53 C 81 SUR;7831129;correspondencia@hopitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA José María Carbonell;DG 71 C BIS B SUR # 77 G 41;7807694;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA La Estación;CL 63 SUR # 77 G 51;7750294;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA Laureles;KR 80 N # 73 A 07 SUR MJ;7807650;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA Olarte;KR 72 A BIS A # 57 13 SUR;7804704;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E. - UPA Palestina;CL 70 A SUR # 81 G 13;7779675;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel E.S.E-Centro De Salud Y Desarrollo Humano El Paraíso;KR 87 # 58 D 49 SUR;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Hospital Pablo Vi Bosa I Nivel Ese  Centro De Salud Y Desarrollo Humano Barrio El Recreo;KR 102 # 69 51 SUR;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;Pablifarmacia;KR 77 I # 65 J 58 SUR PI 1;7799800;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Pablo Vi Bosa I Nivel E.S.E;UBA Porvenir;KR 100 C # 50 15 SUR;7832458;correspondencia@hospitalpablovibosa.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;CAMI Chircales;TV 5 J # 48 F 69 SUR;7600688;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;CAMI Diana Turbay;KR 1 F # 48 X 40 SUR;7721741;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;CAMI Olaya;AC 22 SUR 21 09;2399801;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;Centro De Excelencia De Atención Primaria En Salud San Juan De Dios;KR 10 # 1 59 SUR;5966600 Ext. 1001;gerencia@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UBA Móvil;KR 13 # 26 A 34 SUR;2394458;;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA Antonio Nariño;CL 4 # 13 A 06 SUR;2095002;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA Bravo Páez;CL 37 SUR # 25 37;2038236;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA Granjas De San Pablo;KR 15 # 33 B 28 SUR;2783244;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA Quiroga;CL 31 B SUR 23 B 14;2724402;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA San Jorge;DG 45 BIS B SUR # 16 B 16;7141986;subgciass@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA San Jorge;DG 45 BIS B SUR # 13 F 72;2095002;gerencia@eserafaeluribe.gov.co;Publica
Hospital Rafael Uribe Uribe E.S.E;UPA San José Obrero;KR 13 # 26 A 34 SUR;2397597;gerencia@eserafaeluribe.gov.co;Publica
Hospital San Blas II Nivel E.S.E;Centro De Atención En Drogadicción Despertar;CL 11 SUR # 1 B 10 E;3312930;gerencia@hospitalsanblas.gov.co;Publica
Hospital Simon Bolivar III Nivel E.S.E.;Hospital Simon Bolivar E.S.E Clínica De Medicina Fisica Y Rehabilitacion Fray Bartolome De Las Casas;KR 65 # 103 66;2717882-5261262;gerencia@eseimonbolivar.gov.co;Publica
Hospital Simon Bolivar III Nivel E.S.E.;Hospital Simon Bolivar III Nivel E.S.E.;CL 165 # 7 06;6767940;gerencia@esesimonbolivar.gov.co;Publica
Hospital Tunjuelito II Nivel Ese;Clínica Saludable;CL 51 # 16 A 21 SUR;5681194;;Publica
Hospital Tunjuelito II Nivel Ese;Clínica Saludable  Dos;CL 50 B # 36 92 SUR;2307294;saludable2@esetunjuelito.gov.co;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese - Unidad Isla Del Sol;CL 67 B # 63 27 SUR;5639027;planeacionese@tunjuelito.gov.co;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad Ambulatoria Saludable;CL 53 BIS A SUR # 12 99;2040344;saludable@esetunjuelito.gov.co;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad De Rehabilitación;DG 53 # 59 A 11 SUR;2040344;;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad De Salud Mental San Benito;CL 58 SUR # 19 B 21;7141963;;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad Materno Infantil El Carmen;CL 48 B # 28 80 SUR;2307343;maternoinfantil@esetunjuelito.gov.co;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad Odontológica;CL 48 A # 28 48 SUR;7100573;;Publica
Hospital Tunjuelito II Nivel Ese;Hospital Tunjuelito II Nivel Ese Unidad Quir·rgica Venecia;KR 54 # 47 A 30 SUR;2303153;planeacionese@tunjuelito.gov.co;Publica
Hospital Universitario Clínica San Rafael;Centro De Salud San Juan Grande;KR 2 ES # 1 BIS 02;2801464;;Privada
Hospital Universitario Clínica San Rafael;Hospital Universitario Clínica San Rafael;KR 8 # 17 45 SUR;3282300 Ext. 2520;direcciongeneral@clinicasanrafael.com.co;Privada
Hospital Universitario Clínica San Rafael;Instituto  De Rehabilitación Kennedy;TV 78 H # 41 C 48 SUR PI 2;4808770;direcciongeneral@clinicasanrafael.com.co;Privada
Hospital Universitario Clínica San Rafael;Instituto De Rehabilitacion Chico;KR 11 A # 97 37;6225577-3282339;direcciongeneral@clinicasanrafael.com.co;Privada
Hospital Universitario Clínica San Rafael;Instituto De Rehabilitacion Suba;AC 145 # 85 60;3282300;direcciongeneral@clinicasanrafael.com.co;Privada
Hospital Universitario Clínica San Rafael;Unidad Ambulatoria Oncologica Y Renal;CL 45 C # 25 40;2459595;direcciongeneral@clinicasanrafael.com.co;Privada
Hospital Universitario San Ignacio;Hospital Universitario San Ignacio;KR 7 # 40 62;3400512;centronya@hotmail.com;Privada
Hospital Universitario San Ignacio;Hospital Universitario San Ignacio Laboratorio Clínico De Errores Innatos Del Metabolismo;KR 7 # 43 82 EDF 53 JESUS EMILIO RAMIREZ LAB 305 A;3208320 Ext. 4086-40-99;;Privada
Hospital Universitario San Ignacio;Intellectus Centro De Memoria Y Cognicion;CL 93 # 19 B 94;6028840;intellectus@husi.org.co;Privada
Hospital Universitario San Ignacio;Punto De Toma De Muestras Santa Barbara;AK 45 # 123 24;6208181;jccastellanos@husi.org.co;Privada
Hospital Universitario San Ignacio;Punto De Toma De Muestras Teusaquillo;KR 7 # 40 B 17;2329132 Ext. 108;;Privada
Hospital Universitario San Ignacio;Punto De Toma De Muestras Usaquen;KR 7 # 124 45;5946161EX2013;;Privada
Hospital Universitario San Ignacio;Punto De Toma De Muestras Vidas Móviles;KR 46 B # 73 C 17 SUR;7171429;;Privada
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Visa Hermosa I Nivel E.S.E. - UPA Sierra Morena;DG 70 # 56 56 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa E.S.E-CAMI Vista Hermosa;KR 18 F # 74 20 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa E.S.E-Promoción Y Prevención Candelaria;KR 41 BIS # 62 B 03 SUR;7178911;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E;CL 64 C SUR # 27 32;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - CAMI Vista Hermosa;KR 18 C # 66 A 55 SUR;7300000;z_vistahermosa@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - Centro De Atención Primaria En Salud Candelaria;TV 36 # 59 B 59 SUR;7300000;upa_candelaria@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - Centro De Atención Primaria En Salud Manuela Beltrán;KR 46 # 69 D 09 SUR;7300000;z_manuela@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - Centro De Atención Primaria En Salud Programas Juveniles;DG 71 B SUR # 18 I 20;7300000;psicoactivos@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UBA Paraíso;KR 27 L # 71 H 46 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UBA San Isidro;KR 76 B # 60 A 42 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Candelaria La Nueva;KR 28 # 63 A 04 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Casa De Teja;CL 75 BIS A SUR # 25 48;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Ismael Perdomo;CL 63 A SUR # 71 F 59;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA La Estrella;KR 18 F # 72 45 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Limonar;KR 18 C BIS A # 80 A 41 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Mochuelo;KR 4 # 3 29 PASQUILLA;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Pasquilla;KR 1 # 3 29 PASQUILLA;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA Potosi;KR 42 # 77 80 SUR;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Hospital Vista Hermosa I Nivel E.S.E. - UPA San Francisco;CL 67 SUR # 20 A 51;7300000;gerencia@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Punto De Vacunación Hospital Meissen II Nivel Ese;KR 18 B # 60 G 36 SUR CS 101;7693131;pai@hospitalvistahermosa.gov.co;Publica
Hospital Vista Hermosa I Nivel E.S.E.;Toma De Muestras De Laboratorio Clínico  Consulta Externa Candelaria;CL 64 A SUR # 27 32;7300000 Ext. 1631;upa_candelaria@hospitalvistahermosa.gov.co;Publica
Houston Medical Center SAS;Houston Medical Center SAS;AK 45 # 108 27 TO 2 OF 1408;3136619729;info@houstonmedicalcenter.com;Privada
Hseq Medical Ltda;Hseq Medical Ltda;KR 26 A # 39 B 02;7043493;hseqmedical@gmail.com;Privada
HSEQ Salud Empresarial SAS;HSEQ Salud Empresarial;CL 37 # 17 A 03 PS 2;2457034;salud-empresarial@hotmail.com;Privada
Humany Care SAS;Humany Care SAS;KR 20 # 45A - 08 CS 506;3405405-3406911;humanycarecol@gmail.com;Privada
Hurtado Carrillo Ltda Hucar Ltda;Hurtado Carrillo Ltda Hucar Ltda;KR 19 # 84 73 NIVEL 2 CARDIOLOGIA;6108619;gacarrillo@hotmail.com;Privada
Hygeia Servicios De Salud SAS;Hygeia IPS;CL 74 # 22 47;2131439;hygeiaserviciosdesaludsas@gmai.com;Privada
I.P.S. Ser Asistencia Y Transporte Para Discapacitados SAS Con Sigla Ser SAS;I.P.S. Ser Asistencia Y Transporte Para Discapacitados SAS Con Sigla Ser SAS;DG 24 C # 96 60;3117147799;buzon@serasistencia.com;Privada
Iconmedica SAS;Iconmedica SAS;CL 97 # 23 37 CS 615;3202077257;sercolme@yahoo.com.ar;Privada
Idea Perfecta S.A.S.;Ser Vital Medicina Holistica IPS;AK 72 # 6 D 46 P 2;2711909;info@organizacionservital.com;Privada
Idea Perfecta S.A.S.;Ser Vital Medicina Holistica IPS;AV SUBA # 120 27 PI 2;2711909;info@organizacionservital.com;Privada
Idearg SAS;Idearg SAS;AK 20 # 83 67;3108086449;rdmantilla@hotmail.com;Privada
Idearmony IPS SAS;Idearmony IPS SAS;KR 7 B BIS # 123 72;7024068;orduzjose@gmail.com;Privada
Identificación Ctp SAS;Centro De Reconocimiento De Conductores Sobre Ruedas Paloquemao;CL 18 # 28 A 08 PI 2;3212321005;crcsobreruedas@hotmail.com;Privada
Ifwk S SAS;Ifwk S SAS;KR 36 # 25 D 14 PI 6 MD SO CS 403;7450966 Ext. 2601;difranco2010@hotmail.com;Privada
Imagenes Diagnosticas Sa;Imagenes Diagnosticas Sa;CL 94 # 15 45;6163053;ldxsa@hotmail.com;Privada
Imagenes Diagnosticas Y Terapeuticas Diaimagen S A.;Diaimagen S.A.;KR 52 # 67 A 71;6609537;;Privada
Imagenes Diagnosticas Y Terapeuticas Diaimagen SAS;Diaimagen SAS;KR 52 # 67 A 71 PI 1;2409197;contabilidad@diaimagen.com;Privada
Imagenes Salud Y Servicios - Imsase - Limitada;Imagenes Salud Y Servicios - Imsase - Limitada;CL 67 # 14 A 14;2487952;imsase2009@gmail.com-imsaseltda@etb.net.co;Privada
Imagenes Y Equipos S.A.;Sure Medical Assistance;CL 73 A # 76  06-38;7434040;ambulanciassure@hotmail.com;Privada
Imedicas Diagnosticas E.U.;Imedicas Diagnosticas E.U.;KR 21 # 22 76 SUR;2728420;pavebe@hotmail.com;Privada
Imevi Ltda;Imevi;CL 24 # 81 C 91;5474001;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;KR 9 # 49 42 CS 101;3383478;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;KR 14 # 94 A 44 CS 404;5190485;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;CL 94 # 23 43 PI 3 CS 305 - 306 - 307;2217013;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;AV SUBA # 115 45;2717262;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;AV SUBA # 115 58 TO B;5340119;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;CL 134 # 7 B 83 PI 3 CS 301;5200929;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;CL 134 # 7 B 83 LC 2;5200929;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda;Imevi Ltda;CL 139 # 94 55 LC 3;7462749;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda.;Imevi Ltda.;KR 78 # 34 SUR 32;4501644;gerencia.servicios@imevi.com.co;Privada
Imevi Ltda.;Imevi Ltda.;AK 36 # 23 33 CS 13;2694638;gerencia.servicios@imevi.com.co;Privada
Impladent C.O E.U;Impladent C.O;KR 71 A # 5 C 44;8121353;edwinse22@yahoo.com;Privada
Imágenes Diagnósticas Teusa SAS;Imágenes Diagnosticas Teusa;KR 17 # 33 A 06;2454340;calosochoa88@hotmail.com;Privada
Infectologos Clínicos De Colombia SAS Infectoclinicos;Infectologos Clínicos De Colombia SAS Infectoclinicos;KR 8 # 38 33 PI 8 CS 804 805 806 807;7441600 Ext. 200;osussmann@gmail.com;Privada
Ingenmedic SAS;Ingenmedic SAS;AC 116 NO 09-72 CA 502;3115923924;info@medicinaantiedad.com;Privada
Inlaser E.U.;In Laser;KR 18 # 93 A 33;6347918;inlaser.eu@gmail.com;Privada
Inlaser E.U.;Inlaser;KR 7B # 124 05;6347920;inlaser.eu@gmail.com;Privada
Inlaser S A S;In Laser;CL 108 # 14 36;7442395;administrativo@inlaser.com.co;Privada
Inmugen Corporation Ltda;Inmugen Corporation Ltda;KR 45 A # 103 B 52;5202074;inmugen@gmail.com;Privada
Inmunologia Y Diagnóstico Especializado Ltda Ide;Inmunologia Y Diagnóstico Especializado;KR 7 # 119 14 CS 323;2149403;ide.vacunacion@gmail.com;Privada
Inmunologia Y Diagnóstico Especializado Ltda Ide;Inmunologia Y Diagnóstico Especializado Ltda Ide;KR 9 # 48 40 CS 402;5700029;;Privada
Inmunovida Biomedicina Y Compañia Limitada;Inmunovida Biomedicina Y Compañia Limitada;KR 13 # 98 61 CS 103;6209420;;Privada
Innova Cirugia Plastica  Estetica Ltda;Innova Cirugia Plastica  Estetica Ltda;CL 90 # 16 29 PI 3;6234901;info@innovaciruplastica.com;Privada
Innova Imagenes Diagnosticas Y Tecnologia Medica SAS Sigla Ixdetec;Innova Imagenes Diagnosticas Y Tecnologia Medica SAS Sigla Ixdetec;KR 9 # 66 10 PI 1;5411948;info@ixdetec.com;Privada
Innova Laser Center S.A.S.;Innova Laser Center S.A.S.;CL 103 # 14 A 53 OF 504;6210236;innovalasercenter@hotmail.com;Privada
Innovar  Salud Ltda;Innovar  Salud Ltda;KR 49 D # 91 56;6098585;jefe.calidad@innovarsalud.com;Privada
Innovation Dent Ltda.;Innovation Dent Ltda.;CL 1 B # 29 35;2775367;innovationdent@hotmail.com;Privada
