,nom_sede_ips,nit_ips,naturaleza,nivel_atencion,grupo_capacidad,descripcion_capacidad,capacidad
2307,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,8.0
2308,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,SALAS,Quirófano,8.0
2309,UNIDAD DE SERVICIOS DE SALUD USME,900958564,Pública,3.0,CAMAS,Adultos,8.0
2310,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,900958564,Pública,3.0,CAMAS,Pediátrica,8.0
2311,Unidad de Servicios de Salud Pablo VI Bosa,900959048,Pública,3.0,CAMAS,Obstetricia,8.0
2332,IPS ESIMED TUNJA,800215908,Privada,,CAMAS,Obstetricia,8.0
2375,CLINICA ESIMED MONTERIA,800215908,Privada,,CAMAS,Adultos,8.0
2376,CLINICA ESIMED MONTERIA,800215908,Privada,,CAMAS,Obstetricia,8.0
2386,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,,CAMAS,Cuidado Intermedio Neonatal,8.0
2387,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,,CAMAS,Cuidado Intensivo Neonatal,8.0
2388,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,,CAMAS,Cuidado básico neonatal,8.0
2390,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,899999032,Pública,2.0,CAMAS,Cuidado básico neonatal,8.0
2422,Clinica Esimed Llanos,800215908,Privada,,CAMAS,Obstetricia,8.0
2440,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Pediátrica,8.0
2457,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Obstetricia,8.0
2499,CLINICA ESIMED IBAGUE,800215908,Privada,,CAMAS,Pediátrica,8.0
2500,CLINICA ESIMED IBAGUE,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,8.0
2567,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,899999092,Pública,3.0,CAMAS,Transplante de progenitores hematopoyeticos,7.0
2568,MEDIPORT,830073010,Privada,,SALAS,Quirófano,7.0
2569,CLINICA NUEVA,860010783,Privada,,SALAS,Quirófano,7.0
2570,CLINICA PARTENON,800085486,Privada,,SALAS,Quirófano,7.0
2571,CLINICA PALERMO,860006745,Privada,,CAMAS,Cuidado básico neonatal,7.0
2572,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,CAMAS,Cuidado Intensivo Neonatal,7.0
2573,CENTRO POLICLINICO DEL OLAYA,800149453,Privada,,CAMAS,Cuidado Intensivo Neonatal,7.0
2574,CLINICA UNIVERSITARIA COLOMBIA,800149384,Privada,,CAMAS,Cuidado Intensivo Neonatal,7.0
2575,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,7.0
2576,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Psiquiatría,7.0
2577,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Transplante de progenitores hematopoyeticos,7.0
2578,CLINICA FEDERMAN,860066191,Privada,,CAMAS,Cuidado Intensivo Neonatal,7.0
2579,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,CAMAS,Cuidado Intensivo Pediátrico,7.0
2580,HOSPITAL MILITAR CENTRAL,830040256,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,7.0
2581,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,900210981,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2582,IPS HOSPITAL ORTOPEDICO SAS,900412444,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2583,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2584,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,900578105,Privada,,SALAS,Quirófano,7.0
2585,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,7.0
2586,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,3.0,SALAS,Quirófano,7.0
2587,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,3.0,CAMAS,Cuidado Intensivo Adulto,7.0
2588,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,7.0
2589,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,7.0
2590,UNIDAD DE SERVICIOS DE SALUD VERBENAL,900971006,Pública,3.0,CAMAS,Adultos,7.0
2591,UNIDAD DE SERVICIOS DE SALUD MEISSEN,900958564,Pública,3.0,SALAS,Quirófano,7.0
2593,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Pediátrica,7.0
2594,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intensivo Pediátrico,7.0
2601,IPS ESIMED TUNJA,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2616,CLINICA ESIMED POPAYAN,800215908,Privada,,CAMAS,Pediátrica,7.0
2667,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2734,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,7.0
2740,MIOCARDIO S.A.S,900328323,Privada,,CAMAS,Cuidado Intermedio Adulto,7.0
2742,HOSPITAL ORTOPEDICO CALI SAS,900412444,Privada,,CAMAS,Cuidado Intensivo Adulto,7.0
2783,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado básico neonatal,6.0
2785,"ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA """" PROFAMILI""",860013779,Privada,,SALAS,Quirófano,6.0
2809,CLINICA COLSANITAS S. A,800149384,Privada,,CAMAS,Adultos,6.0
2836,NUEVA CLINICA MAGDALENA,860502092,Privada,,CAMAS,Cuidado Intermedio Neonatal,6.0
2837,NUEVA CLINICA MAGDALENA,860502092,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2838,CLINICA ESIMED JORGE PIÑEROS CORPAS,800215908,Privada,,CAMAS,Cuidado Intensivo Pediátrico,6.0
2839,CLINICA ESIMED VERAGUAS,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2840,FUNDACION HOSPITAL DE LA MISERICORDIA,899999123,Privada,,CAMAS,Transplante de progenitores hematopoyeticos,6.0
2841,FUNDACION ABOOD SHAIO,860006656,Privada,,CAMAS,Cuidado Intensivo Pediátrico,6.0
2842,CLINICA NUEVA,860010783,Privada,,CAMAS,Cuidado Intermedio Adulto,6.0
2843,CLINICA VASCULAR NAVARRA S.A. / CLINICA NAVARRA,800247537,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
2844,CLINICA DE LA MUJER,800117564,Privada,,CAMAS,Cuidado básico neonatal,6.0
2845,CLINICA INFANTIL COLSUBSIDIO,860007336,Privada,,CAMAS,Cuidado Intermedio Pediátrico,6.0
2846,CLINICA INFANTIL COLSUBSIDIO,860007336,Privada,,SALAS,Quirófano,6.0
2847,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,CAMAS,Cuidado Intermedio Pediátrico,6.0
2848,Sociedad de Cirugía de Bogotá - Hospital de San José,899999017,Privada,,CAMAS,Cuidado Intensivo Pediátrico,6.0
2849,Sociedad de Cirugía de Bogotá - Hospital de San José,899999017,Privada,,CAMAS,Cuidado básico neonatal,6.0
2850,CLINICA PALERMO,860006745,Privada,,CAMAS,Cuidado Intermedio Adulto,6.0
2851,CLINICA JUAN N CORPAS LTDA,830113849,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2852,CLINICA JUAN N CORPAS LTDA,830113849,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
2853,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,CAMAS,Cuidado Intermedio Neonatal,6.0
2854,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,CAMAS,Cuidado básico neonatal,6.0
2855,CENTRO POLICLINICO DEL OLAYA,800149453,Privada,,CAMAS,Cuidado Intermedio Pediátrico,6.0
2856,CENTRO POLICLINICO DEL OLAYA,800149453,Privada,,SALAS,Quirófano,6.0
2857,CLINICA REINA SOFIA,800149384,Privada,,CAMAS,Obstetricia,6.0
2858,CLINICA REINA SOFIA,800149384,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
2859,CLINICA UNIVERSITARIA COLOMBIA,800149384,Privada,,CAMAS,Cuidado básico neonatal,6.0
2860,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Cuidado Intensivo Pediátrico,6.0
2861,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Cuidado Intermedio Adulto,6.0
2862,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Cuidado básico neonatal,6.0
2863,CLINICA DEL COUNTRY IPS,830005028,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2864,CLINICA DEL COUNTRY IPS,830005028,Privada,,CAMAS,Cuidado Intermedio Pediátrico,6.0
2865,CLINICA DEL COUNTRY IPS,830005028,Privada,,CAMAS,Cuidado Intensivo Pediátrico,6.0
2866,CLINICA DEL OCCIDENTE S.A.,860090566,Privada,,SALAS,Quirófano,6.0
2867,CLINICA FEDERMAN,860066191,Privada,,CAMAS,Cuidado básico neonatal,6.0
2868,CLINICA FUNDADORES,860066191,Privada,,CAMAS,Cuidado Intermedio Adulto,6.0
2869,CLINICA UNIVERSITARIA EL BOSQUE,830138802,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
2870,CLINICA UNIVERSITARIA EL BOSQUE,830138802,Privada,,CAMAS,Cuidado básico neonatal,6.0
2871,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,900210981,Privada,,SALAS,Quirófano,6.0
2872,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,900211668,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2873,HOSPITAL CENTRAL POLICIA NACIONAL,830041314,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,6.0
2874,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,900485519,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
2875,UNIDAD DE CUIDADOS PALIATIVOS PRESENTES S.A.S,900566930,Privada,,CAMAS,Institución Paciente Crónico,6.0
2876,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,900578105,Privada,,SALAS,Procedimientos,6.0
2877,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,3.0,CAMAS,Cuidado Intermedio Neonatal,6.0
2878,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,6.0
2879,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,CAMAS,Cuidado Intensivo Adulto,6.0
2880,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,CAMAS,Cuidado Intermedio Neonatal,6.0
2881,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,CAMAS,Cuidado Intensivo Adulto,6.0
2882,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,CAMAS,Cuidado Intermedio Pediátrico,6.0
2883,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - MATERNO INFANTIL,900958564,Pública,3.0,CAMAS,Cuidado Intermedio Neonatal,6.0
2884,Unidad de Servicios de Salud 17 Trinidad Galán,900959048,Pública,3.0,CAMAS,Pediátrica,6.0
2885,Unidad de Servicios de Salud 17 Trinidad Galán,900959048,Pública,3.0,CAMAS,Adultos,6.0
2886,Unidad de Servicios de Salud Fontibón,900959048,Pública,3.0,CAMAS,Pediátrica,6.0
2887,Unidad de Servicios de Salud Fontibón,900959048,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,6.0
2893,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
2894,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intermedio Adulto,6.0
2950,CLINICA ESIMED POPAYAN,800215908,Privada,,CAMAS,Obstetricia,6.0
3015,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado Intensivo Neonatal,6.0
3016,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado básico neonatal,6.0
3017,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,SALAS,Quirófano,6.0
3022,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,,CAMAS,Cuidado Intermedio Pediátrico,6.0
3034,Clínica ESIMED Neiva,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
3113,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
3125,CLINICA ESIMED PEREIRA,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
3129,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,CAMAS,Cuidado Intensivo Adulto,6.0
3242,IPS SURA INDUSTRIALES MEDELLIN,811007832,Privada,,SALAS,Procedimientos,5.0
3243,CLINICA ESIMED JUAN LUIS LONDOÑO,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,5.0
3244,CLINICA ESIMED JUAN LUIS LONDOÑO,800215908,Privada,,SALAS,Quirófano,5.0
3245,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,5.0
3272,CLINICA ESIMED JULIO ENRIQUE,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,5.0
3301,CEUSA CENTRO DE ESPECIALISTAS EN UROLOGIA S A,800167228,Privada,,SALAS,Procedimientos,5.0
3302,UROBOSQUE SEDE SUR,830058292,Privada,,SALAS,Procedimientos,5.0
3303,UNIDAD DE DIAGNOSTICO AUTOPISTA NORTE ESIMED,800215908,Privada,,SALAS,Procedimientos,5.0
3304,CLINICA ESIMED SANTA BIBIANA,800215908,Privada,,SALAS,Quirófano,5.0
3305,CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,,CAMAS,Adultos,5.0
3306,CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,5.0
3307,CLINICA LA INMACULADA,860007760,Privada,,CAMAS,Cuidado Agudo Mental,5.0
3308,FUNDACION SANTA FE DE BOGOTA,860037950,Privada,,CAMAS,Cuidado Intensivo Pediátrico,5.0
3309,FUNDACION HOSPITAL DE LA MISERICORDIA,899999123,Privada,,CAMAS,Cuidado básico neonatal,5.0
3310,FUNDACION HOSPITAL DE LA MISERICORDIA,899999123,Privada,,SALAS,Quirófano,5.0
3311,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,899999092,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,5.0
3312,SOCIEDAD DE CIRUGIA OCULAR S.A.,800231602,Privada,,SALAS,Quirófano,5.0
3313,INSTITUTO COLOMBIANO DEL SISTEMA NERVIOSO - CLINICA MONTSERRAT,860007400,Privada,,CAMAS,Farmacodependencia,5.0
3314,EUSALUD CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA,800227072,Privada,,CAMAS,Cuidado Intermedio Adulto,5.0
3315,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,CAMAS,Adultos,5.0
3316,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,SALAS,Quirófano,5.0
3317,CLINICA PALERMO,860006745,Privada,,CAMAS,Cuidado Intensivo Neonatal,5.0
3318,CLINICA JUAN N CORPAS LTDA,830113849,Privada,,SALAS,Quirófano,5.0
3319,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,,SALAS,Procedimientos,5.0
3320,FUNDACIÓN CARDIOINFANTIL-INSTITUTO DE CARDIOLOGÍA,860035992,Privada,,SALAS,Procedimientos,5.0
3321,CLINICA SANTA CATALINA,800074904,Privada,,CAMAS,Adultos,5.0
3322,CLINICA REINA SOFIA,800149384,Privada,,CAMAS,Pediátrica,5.0
3323,CLINICA UNIVERSITARIA COLOMBIA,800149384,Privada,,CAMAS,Cuidado Intensivo Pediátrico,5.0
3324,CENTRAL DE URGENCIAS CLINICA COLSANITAS,800149384,Privada,,SALAS,Quirófano,5.0
3325,INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO,860074971,Privada,,CAMAS,Cuidado Intermedio Adulto,5.0
3326,CLINICA FEDERMAN,860066191,Privada,,CAMAS,Cuidado Intensivo Pediátrico,5.0
3327,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,CAMAS,Cuidado Intermedio Neonatal,5.0
3328,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,CAMAS,Farmacodependencia,5.0
3329,HOSPITAL MILITAR CENTRAL,830040256,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,5.0
3330,Miocardio SAS,900328323,Privada,,CAMAS,Cuidado Intensivo Adulto,5.0
3331,HOSPITAL CENTRAL POLICIA NACIONAL,830041314,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,5.0
3332,INSTITUTO NACIONAL DE OFTALMOLOGIA S.A.,900374792,Privada,,SALAS,Quirófano,5.0
3333,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,CAMAS,Cuidado Intermedio Neonatal,5.0
3334,CLINICA LOS NOGALES SAS,900291018,Privada,,CAMAS,Cuidado Intensivo Neonatal,5.0
3335,CLINICA LOS NOGALES SAS,900291018,Privada,,CAMAS,Cuidado básico neonatal,5.0
3336,Clinica Dhara,900067918,Privada,,SALAS,Quirófano,5.0
3337,UNIDAD DE SERVICIOS DE SALUD VICTORIA,900959051,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,5.0
3338,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,SALAS,Quirófano,5.0
3339,UNIDAD DE SERVICIOS DE SALUD EMAUS,900971006,Pública,3.0,CAMAS,Adultos,5.0
3340,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,SALAS,Quirófano,5.0
3341,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,CAMAS,Cuidado básico neonatal,5.0
3342,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - MATERNO INFANTIL,900958564,Pública,3.0,CAMAS,Cuidado básico neonatal,5.0
3343,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,900958564,Pública,3.0,CAMAS,Adultos,5.0
3344,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,900958564,Pública,3.0,CAMAS,Obstetricia,5.0
3345,Unidad de Servicios de Salud Occidente de Kennedy,900959048,Pública,3.0,CAMAS,Cuidado Intensivo Pediátrico,5.0
3350,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intensivo Adulto,5.0
3385,IPS ESIMED TUNJA,800215908,Privada,,CAMAS,Cuidado básico neonatal,5.0
3404,ESTUDIOS E INVERSIONES MEDICAS ESIMED S.A,800215908,Privada,,CAMAS,Adultos,5.0
3475,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado Intermedio Neonatal,5.0
3476,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado Intermedio Adulto,5.0
3483,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,800210375,Privada,,SALAS,Quirófano,5.0
3489,Clínica ESIMED Neiva,800215908,Privada,,CAMAS,Obstetricia,5.0
3525,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Cuidado básico neonatal,5.0
3551,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,5.0
3571,CLINICA ESIMED PEREIRA,800215908,Privada,,SALAS,Quirófano,5.0
3572,CLINICA ESIMED PEREIRA,800215908,Privada,,SALAS,Procedimientos,5.0
3586,CLINICA ESIMED BUCARAMANGA,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,5.0
3592,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,5.0
3615,CLINICA ESIMED IBAGUE,800215908,Privada,,CAMAS,Cuidado básico neonatal,5.0
3635,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,SALAS,Quirófano,5.0
3693,CLINICA DE OFTALMOLOGIA SANTA LUCIA,890900650,Privada,,SALAS,Quirófano,4.0
3756,CLINICA ESIMED JULIO ENRIQUE,800215908,Privada,,SALAS,Quirófano,4.0
3766,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,4.0
3792,CLINICA BARRAQUER,860006626,Privada,,SALAS,Quirófano,4.0
3793,CIRULASER ANDES S.A,800112384,Privada,,SALAS,Quirófano,4.0
3794,NUEVA CLINICA MAGDALENA,860502092,Privada,,CAMAS,Cuidado básico neonatal,4.0
3795,CLINICA ESIMED JORGE PIÑEROS CORPAS,800215908,Privada,,SALAS,Quirófano,4.0
3796,CENTRO DE ATENCION DE URGENCIAS AV. 68 ESIMED,800215908,Privada,,SALAS,Procedimientos,4.0
3797,CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,4.0
3798,CLINICA DE OJOS (CLINOJOS) LTDA,860053761,Privada,,SALAS,Quirófano,4.0
3799,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,899999092,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,4.0
3800,CENTRO QUIRURGICO DE LA SABANA S.A - CIRUSABANA S.A,800162636,Privada,,SALAS,Quirófano,4.0
3801,UNIDAD DE SERVICIOS CALLE 26,860066942,Privada,,SALAS,Quirófano,4.0
3802,CLINICA LA CAROLINA S.A.,800099652,Privada,,SALAS,Quirófano,4.0
3803,CLINICA DE LA MUJER,800117564,Privada,,SALAS,Quirófano,4.0
3804,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,860013874,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
3805,CLINICA PALERMO CARRERA 23,860006745,Privada,,SALAS,Quirófano,4.0
3807,CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD S.A.S,830099212,Privada,,SALAS,Quirófano,4.0
3808,CENTRO POLICLINICO DEL OLAYA,800149453,Privada,,CAMAS,Cuidado Intensivo Pediátrico,4.0
3809,CLINICA REINA SOFIA,800149384,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
3810,CLINICA PEDIATRICA,800149384,Privada,,SALAS,Quirófano,4.0
3811,CLINICA DE MARLY,860002541,Privada,,CAMAS,Obstetricia,4.0
3812,CLINICA DE MARLY,860002541,Privada,,CAMAS,Cuidado Intermedio Neonatal,4.0
3813,CLINICA DE MARLY,860002541,Privada,,CAMAS,Cuidado básico neonatal,4.0
3814,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Cuidado Agudo Mental,4.0
3815,LASER CENTER S.A,830023136,Privada,,SALAS,Procedimientos,4.0
3816,CLINICA DEL OCCIDENTE S.A.,860090566,Privada,,CAMAS,Cuidado básico neonatal,4.0
3817,CLINICA FEDERMAN,860066191,Privada,,CAMAS,Adultos,4.0
3818,CLINICA FUNDADORES,860066191,Privada,,SALAS,Quirófano,4.0
3819,CLINICA UNIVERSITARIA EL BOSQUE,830138802,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
3820,CLINICA UNIVERSITARIA EL BOSQUE,830138802,Privada,,SALAS,Quirófano,4.0
3821,HOSPITAL MILITAR CENTRAL,830040256,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,4.0
3822,SANTA BARBARA SURGICAL CENTER S.A.S,900225646,Privada,,SALAS,Quirófano,4.0
3823,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,900211668,Privada,,CAMAS,Cuidado básico neonatal,4.0
3824,Instituto Nacional de Demencias Emanuel SAS,900359092,Privada,,CAMAS,Farmacodependencia,4.0
3825,Medicentro Familiar IPS SAS,900385628,Privada,,CAMAS,Adultos,4.0
3826,CLINICA MEDICAL S.A.S.,830507718,Privada,,SALAS,Quirófano,4.0
3827,HOSPITAL CENTRAL POLICIA NACIONAL,830041314,Pública,3.0,SALAS,Partos,4.0
3828,CENTRO HOSPITALARIO SAN NICOLAS,900536325,Privada,,CAMAS,Cuidado Intermedio Adulto,4.0
3829,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
3830,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,SALAS,Quirófano,4.0
3831,NATIONAL CLINICS CENTENARIO SAS,900702981,Privada,,SALAS,Quirófano,4.0
3832,UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS,900971006,Pública,3.0,SALAS,Procedimientos,4.0
3833,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,CAMAS,Cuidado Intensivo Neonatal,4.0
3834,UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80,900971006,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,4.0
3835,UNIDAD DE SERVICIOS DE SALUD GAITANA I,900971006,Pública,3.0,CAMAS,Adultos,4.0
3836,UNIDAD DE SERVICIOS DE SALUD CANDELARIA I,900958564,Pública,3.0,CAMAS,Obstetricia,4.0
3837,UNIDAD DE SERVICIOS DE SALUD VISTA HERMOSA,900958564,Pública,3.0,CAMAS,Obstetricia,4.0
3838,UNIDAD DE SERVICIOS DE SALUD USME,900958564,Pública,3.0,CAMAS,Pediátrica,4.0
3847,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intermedio Pediátrico,4.0
3848,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,SALAS,Quirófano,4.0
4034,CLINICA ESIMED MONTERIA,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,4.0
