,direccion,clase_de_prestador,nit_ips,codigo_de_habilitacion,id_ips,nombre_ips,longitud_ips,latitud_ips,capacidad
305,KR 14 C No. 73 D - 36 SUR,Instituciones - IPS,900958564,110013029440,2918,UNIDAD DE SERVICIOS DE SALUD SAN JUAN BAUTISTA,-74.11803903974155,4.516259740369802,108.0
306,KR 14 A ESTE No. 92 - 35 SUR,Instituciones - IPS,900958564,110013029442,2919,UNIDAD DE SERVICIOS DE SALUD LOS ARRAYANES,-74.08600793023331,4.497607729905638,108.0
307,KR 45 C No. 69 - 21 SUR,Instituciones - IPS,900958564,110013029414,2965,UNIDAD DE SERVICIOS DE SALUD MANUELA BELTRÁN I,-74.15744247007297,4.572704869688708,108.0
308,KR 18 F No. 72 - 45 SUR,Instituciones - IPS,900958564,110013029416,2966,UNIDAD DE SERVICIOS DE SALUD LA ESTRELLA,-74.14601989985691,4.544975730259929,108.0
309,KR 1 No. 3 - 29 PASQUILLA,Instituciones - IPS,900958564,110013029417,2967,UNIDAD DE SERVICIOS DE SALUD PASQUILLA,-74.15545360991538,4.444947309672721,108.0
310,CR 20 47B-35 SUR,Instituciones - IPS,900958564,110013029401,2887,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,-74.12823188999548,4.571451640422253,108.0
311,KR 18 B No. 60 G - 36 SUR,Instituciones - IPS,900958564,110013029402,2888,UNIDAD DE SERVICIOS DE SALUD MEISSEN,-74.13870319013972,4.559554840121701,108.0
312,CL 48 B SUR No. 28 - 80,Instituciones - IPS,900958564,110013029406,2892,UNIDAD DE SERVICIOS DE SALUD EL CARMEN - MATERNO INFANTIL,-74.13187109007728,4.583144410004492,108.0
313,KR 28 No. 63 A - 04 SUR,Instituciones - IPS,900958564,110013029415,2899,UNIDAD DE SERVICIOS DE SALUD CANDELARIA I,-74.14911844978327,4.56914780011485,108.0
314,KR 76 B No. 60 A - 42 SUR,Instituciones - IPS,900958564,110013029424,2904,UNIDAD DE SERVICIOS DE SALUD SAN ISIDRO,-74.17964292016833,4.591129500332629,108.0
315,KR 27 L No. 71 H - 46 SUR,Instituciones - IPS,900958564,110013029425,2905,UNIDAD DE SERVICIOS DE SALUD PARAÍSO,-74.1619085002035,4.551448149636896,108.0
316,KR 46 No. 69 D - 09 SUR,Instituciones - IPS,900958564,110013029427,2907,UNIDAD DE SERVICIOS DE SALUD MANUELA BELTRÁN II,-74.15796047998828,4.573078140392034,108.0
317,KR 13 No. 135 A - 42 SUR,Instituciones - IPS,900958564,110013029430,2909,UNIDAD DE SERVICIOS DE SALUD USME,-74.12177583010086,4.4731294696430774,108.0
318,KR 6 B ESTE No. 89 - 44 SUR,Instituciones - IPS,900958564,110013029432,2911,UNIDAD DE SERVICIOS DE SALUD LA REFORMA,-74.10207696978114,4.501046359567778,108.0
319,CL 76 SUR No. 14 - 74,Instituciones - IPS,900958564,110013029434,2913,UNIDAD DE SERVICIOS DE SALUD MARICHUELA,-74.1165977997677,4.513344350383627,108.0
320,KR 5 No. 103 - 10 SUR,Instituciones - IPS,900958564,110013029439,2917,UNIDAD DE SERVICIOS DE SALUD LORENZO ALCANTUZ,-74.11440987024822,4.494897400383852,108.0
321,Carrera 18 C BIS A 80 A 41 SUR,Instituciones - IPS,900958564,110013029448,2922,UNIDAD DE SERVICIOS DE SALUD LIMONAR,-74.14500343006178,4.536517999679962,108.0
322,CALLE 10 # 86 - 58,Instituciones - IPS,900959048,110013029603,2925,Unidad de Servicios de Salud Patio Bonito Tintal,-74.14872494995959,4.6516509401492225,158.0
323,Carrera 80C No. 2 - 40,Instituciones - IPS,900959048,110013029605,2927,Unidad de Servicios de Salud 10 Abastos,-74.15128065963785,4.620826079615661,158.0
324,Carrera 59 No. 14 - 44,Instituciones - IPS,900959048,110013029606,2928,Unidad de Servicios de Salud 11 Puente Aranda,-74.11081480978622,4.632399690323989,158.0
325,Carrera 52 No. 37 - 05 sur,Instituciones - IPS,900959048,110013029607,2929,Unidad de Servicios de Salud 26 Alcalá Muzú,-74.12982318006281,4.601893359992927,158.0
326,Carrera 72 G No. 39 - 95 sur,Instituciones - IPS,900959048,110013029617,2938,Unidad de Servicios de Salud 72 Argelia,-74.1435882196716,4.607817939938465,158.0
327,Calle 2A No. 88B - 47,Instituciones - IPS,900959048,110013029620,2940,Unidad de Servicios de Salud 92 Patios,-74.16129532995349,4.64295488974623,158.0
328,Calle 23 No 112 - 60,Instituciones - IPS,900959048,110013029627,2947,Unidad de Servicios de Salud 49 Internacional,-74.14526286980404,4.686654839946204,158.0
329,Carrera 96 No 25 G- 18,Instituciones - IPS,900959048,110013029628,2948,Unidad de Servicios de Salud 50 Puerta De Teja,-74.12558121042537,4.683186899602726,158.0
330,Carrera 106 No 15 A -32,Instituciones - IPS,900959048,110013029630,2950,Unidad de Servicios de Salud 51 Zona Franca,-74.15371189964867,4.67266142998927,158.0
331,Carrera 104 No. 20C - 31,Instituciones - IPS,900959048,110013029633,2953,Unidad de Servicios de Salud Boston,-74.14391235967388,4.678329420131115,158.0
332,Cr 77 i No. 65j - 58 sur primer piso,Instituciones - IPS,900959048,110013029650,2963,Unidad de Servicios de Salud Pablifarmacia,-74.18801656968252,4.597801479829713,158.0
333,Calle 19 A No. 34 - 94,Instituciones - IPS,900959048,110013029609,2931,Unidad de Servicios de Salud 35 Cundinamarca,-74.0915497701717,4.622794180270115,158.0
334,Carrera 33 No. 1B - 27,Instituciones - IPS,900959048,110013029610,2932,Unidad de Servicios de Salud 36 Asunción Bochica,-74.1082027496885,4.602841629911424,158.0
335,Calle 39 sur No. 89 C - 12,Instituciones - IPS,900959048,110013029612,2934,Unidad de Servicios de Salud 50 Mexicana,-74.16868755025683,4.639741679991408,158.0
336,Calle 42 A sur No. 90 - 00,Instituciones - IPS,900959048,110013029615,2937,Unidad de Servicios de Salud 65 Dindalito,-74.17234084041387,4.639183340419982,158.0
337,Carrera 78ª No. 53ª - 47,Instituciones - IPS,900959048,110013029621,2941,Unidad de Servicios de Salud 105 Catalina,-74.11160694959365,4.678384620334514,158.0
338,Calle 65D sur # 79C-90,Instituciones - IPS,900959048,110013029623,2943,Unidad de Servicios de Salud Bosa,-74.18556142999356,4.606821060199901,158.0
339,Carrera 99 No. 16i - 41,Instituciones - IPS,900959048,110013029625,2945,Unidad de Servicios de Salud Fontibón,-74.14617381001116,4.671713919922217,158.0
340,Calle 18 A No 122 - 25,Instituciones - IPS,900959048,110013029626,2946,Unidad de Servicios de Salud 48 San Pablo,-74.1566521098281,4.688829980262385,158.0
341,Carrera 97 No. 19-34,Instituciones - IPS,900959048,110013029629,2949,Unidad de Servicios de Salud Centro Día,-74.14158196992676,4.6724410096516085,158.0
342,"Aeropuerto El Dorado Muelle Internacional, 2° piso, salida 5",Instituciones - IPS,900959048,110013029631,2951,Unidad de Servicios de Salud Terminal Aéreo,-74.15278711999628,4.68531690990414,158.0
343,Dg. 23 #69-60 Módulo Verde - Local 416,Instituciones - IPS,900959048,110013029632,2952,Unidad de Servicios de Salud Terminal Terrestre,-74.11465542023956,4.655812319622921,158.0
344,Calle 70 A sur N° 77 I - 26,Instituciones - IPS,900959048,110013029634,2954,Unidad de Servicios de Salud Pablo VI Bosa,-74.19173972002255,4.598883099827951,158.0
345,Carrera 102 No 69-59 sur conjunto porvenir reservado 1,Instituciones - IPS,900959048,110013029635,2955,Unidad de Servicios de Salud El Recreo,-74.20273084018741,4.637229609561486,158.0
346,Carrera 80 P #83 - 14 Sur,Instituciones - IPS,900959048,110013029638,2956,Unidad de Servicios de Salud El Jardín,-74.20698990027313,4.612847209709801,158.0
347,Diagonal 91 sur No. 87 - 03,Instituciones - IPS,900959048,110013029639,2957,Unidad de Servicios de Salud El Toche,-74.2139538496631,4.614829649996014,158.0
348,Calle 73 A SUR # 80 N -39,Instituciones - IPS,900959048,110013029645,2959,Unidad de Servicios de Salud Laureles,-74.19844912009864,4.6100022400968275,158.0
349,Calle 70 A Sur # 81G-13,Instituciones - IPS,900959048,110013029647,2960,Unidad de Servicios de Salud Palestina,-74.19373376974752,4.612097679675952,158.0
350,Calle 68 Sur #78H-20,Instituciones - IPS,900959048,110013029648,2961,Unidad de Servicios de Salud Piamonte,-74.18810077955388,4.602833980354327,158.0
351,Carrera 72 A BIS # 57 - 13 SUR,Instituciones - IPS,900959048,110013029646,81,Unidad de Servicios de Salud Olarte,-74.16527321555864,4.600330248945872,158.0
352,TV 74 F # 40 B 54 SUR,Instituciones - IPS,900959048,110013029601,2923,Unidad de Servicios de Salud Occidente de Kennedy,-74.15348702977347,4.616289829662537,158.0
353,CALLE 37 D SUR # 68 H 50,Instituciones - IPS,900959048,110013029602,2924,Unidad de Servicios de Salud Mental Floralia,-74.13779790033574,4.60641904019065,158.0
354,Diagonal 38 sur No. 82 - 30,Instituciones - IPS,900959048,110013029604,2926,Unidad de Servicios de Salud 71 Patio Bonito,-74.16109836983587,4.63447791987279,158.0
355,Calle 40C sur No. 79 - 10,Instituciones - IPS,900959048,110013029608,2930,Unidad de Servicios de Salud 30 Bomberos,-74.15842528987585,4.62245537960671,158.0
356,Carrera 79D No. 6 -15,Instituciones - IPS,900959048,110013029611,2933,Unidad de Servicios de Salud 37 Pio XII,-74.15164425993562,4.635167040195174,158.0
357,Calle 14 No. 79 A - 25,Instituciones - IPS,900959048,110013029613,2935,Unidad de Servicios de Salud 60 Visión de Colombia,-74.13512871008086,4.650591290434776,158.0
358,Calle 38D sur No. 68 C - 48,Instituciones - IPS,900959048,110013029614,2936,Unidad de Servicios de Salud 63 Alquería,-74.13687045987346,4.602244880041179,158.0
359,Calle 57B sur No. 80H No. 53,Instituciones - IPS,900959048,110013029619,2939,Unidad de Servicios de Salud 91 Class,-74.17860336995862,4.61438635014657,158.0
360,Carrera 60 No. 4 - 15,Instituciones - IPS,900959048,110013029622,2942,Unidad de Servicios de Salud 17 Trinidad Galán,-74.12056112997031,4.62241318956397,158.0
361,Calle 65 sur No 80H-44,Instituciones - IPS,900959048,110013029624,2944,Unidad de Servicios de Salud Bosa Centro,-74.18568781037763,4.6093696798396735,158.0
362,Calle 57 Sur # 89B - 19,Instituciones - IPS,900959048,110013029641,2958,Unidad de Servicios de Salud Cabañas,-74.19016088958821,4.63095624990984,158.0
363,Transversal 72b No. 44D - 21 Sur,Instituciones - IPS,900959048,110013029649,2962,Unidad de Servicios de Salud Nuevas Delicias,-74.14665375022305,4.599929959701601,158.0
364,Cra 78 #35-21 Sur,Instituciones - IPS,900959048,110013029651,2964,Unidad de Servicios de Salud 29 Kennedy,-74.14833012961243,4.623594300289369,158.0
365,AK 19 N 100-28,Instituciones - IPS,800149169,110010857502,18,CLINICA JOSE A RIVAS VIP,-74.05164914029686,4.6865193971764985,2.0
366,AK 19 No. 100-88,Instituciones - IPS,800149169,110010857501,581,IPS CLINICA JOSE A RIVAS S.A. OTORRINOLARINGOLOGIA,-74.05152383968776,4.687231600411793,2.0
367,CR 45 A N° 94 71,Instituciones - IPS,900328323,110012084003,105,MIOCARDIO S.A.S CASTELLANA,-74.05894881615961,4.683139831040093,22.0
368,KR 13 No 28-44 sur P 2,Instituciones - IPS,900328323,110012084001,1464,Miocardio SAS,-74.10441773956136,4.573800040097265,22.0
369,Carrera 18 No 140 - 53,Instituciones - IPS,860400547,110010262201,245,SOCIEDAD DE ENFERMERAS PROFESIONALES LTDA,-74.04504639988937,4.723446749648835,75.0
370,Carrera 18 No.134-71,Instituciones - IPS,860400547,110010262202,246,SOCIEDAD DE ENFERMERAS PROFESIONALES LTDA,-74.04584851009814,4.718408250447184,75.0
371,AK 45 # 106 30,Instituciones - IPS,800247537,110010752201,529,CLINICA VASCULAR NAVARRA LTDA / CLINICA NAVARRA,-74.05543662977415,4.69382030965722,54.0
372,CL 10 No. 18 - 75,Instituciones - IPS,899999017,110010867901,622,Sociedad de Cirugía de Bogotá - Hospital de San José,-74.08636193023564,4.603357079855949,152.0
373,AV CARACAS # 30 51,Instituciones - IPS,860074971,110010975701,674,INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO,-74.07167598001838,4.618298970074617,17.0
374,CARRERA 45 A N° 95 - 57,Instituciones - IPS,900210768,110011934101,1267,CIRUGÍA PLÁSTICA LA CASTELLANA S.A.S.,-74.05875357990902,4.684308170277514,3.0
375,Calle 20 No. 98-62,Instituciones - IPS,900385628,110012156401,1577,Medicentro Familiar IPS SAS,-74.14212514973805,4.674393450155331,4.0
376,CL 106 # 17 45,Instituciones - IPS,800006602,110010872001,1755,CLINICA AVELLANEDA HERNANDEZ S.A.S.,-74.04868240017213,4.69144699022176,3.0
377,CRA 23 137 57,Instituciones - IPS,900462440,110012280701,1756,VITALEM IPS SAS,-74.05025509960466,4.723194720140501,18.0
378,Calle 95 N° 23-61,Instituciones - IPS,900291018,110012529701,2091,CLINICA LOS NOGALES SAS,-74.05708075964483,4.682918130117,121.0
379,Cra 15# 83-33 PISO 4 Y 5,Instituciones - IPS,900067918,110012565401,2132,Clinica Dhara,-74.05616704993169,4.66872079034921,9.0
380,CALLE 13 17 21,Instituciones - IPS,900702981,110012688701,2275,NATIONAL CLINICS CENTENARIO SAS,-74.08281194992954,4.605925729791416,67.0
381,carrera 50 no 106 - 22,Instituciones - IPS,900268120,110012182101,2652,SALUS GLOBAL PARTNERS GC S.A.S SIGLA SALUS GP S.A.S,-74.06042649000477,4.695042510245087,52.0
382,CALLE 35 C SUR # 75 69,Instituciones - IPS,830507718,110012215002,2719,MEDICAL PRO&NFO S.A.S.,-74.14920435028401,4.622222249571094,91.0
383,Calle 36 Sur No 77 - 33,Instituciones - IPS,830507718,110012215001,1659,MEDICAL PRO&NFO S.A.S.,-74.14968268969807,4.621803729900488,91.0
384,CALLE 39 No. 14-34,Instituciones - IPS,860502092,110010303101,282,NUEVA CLINICA MAGDALENA,-74.0692003497578,4.627057909669885,14.0
385,KR 12D 32- 44 SUR,Instituciones - IPS,860007373,110010413101,327,FUNDACION HOSPITAL SAN CARLOS,-74.10547682004366,4.570180720065708,290.0
386,AC 1 SUR No 9-85,Instituciones - IPS,899999092,110010606501,437,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,-74.08451830969321,4.588318900335987,128.0
387,Calle 45 C No. 22-02,Instituciones - IPS,860006745,110010895201,609,CLINICA PALERMO,-74.07388487980985,4.636174339850413,124.0
388,"Carrera 23 No. 45C- 31 Laboratorio Clinico Local 102- Unidad de Cirugia Ambulatoria Local 108- Unidad de Endoscopia Local 109- Consulta externa Locales 203, 203A, 204, 205, 206, 206A, 207, 208, 208A,209 y 210",Instituciones - IPS,860006745,110010895204,1462,CLINICA PALERMO CARRERA 23,-74.07421589012743,4.636351780078941,124.0
389,KR 17 No. 39B - 04,Instituciones - IPS,800074904,110010918501,627,CLINICA SANTA CATALINA,-74.07078707009529,4.628904120341889,5.0
390,AC 134 # 7 B 41,Instituciones - IPS,830138802,110011292201,756,CLINICA UNIVERSITARIA EL BOSQUE,-74.0309629802759,4.71148300005024,70.0
391,KR 52 # 67 A 71,Instituciones - IPS,900098476,110011613301,903,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,-74.07897204016216,4.665141070347072,86.0
392,AV CARACAS # 34 47,Instituciones - IPS,804014839,110011962901,1298,INSTITUTO DEL CORAZON DE BOGOTA,-74.0696095602175,4.62354667976186,3.0
393,Calle 35 # 14-58,Instituciones - IPS,804014839,110011962902,2259,Sede Ambulatoria Corazón Sano,-74.06987632033102,4.6240518096164775,3.0
394,KR 53 # 100 50,Instituciones - IPS,900328772,110012078701,1456,CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,-74.06248387994042,4.689011530088376,41.0
395,Calle 97#23-10,Instituciones - IPS,900485519,110012337101,1809,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,-74.05657302016814,4.6849473297940065,19.0
396,CALLE 167 No 72-07,Instituciones - IPS,900582598,110012507001,2049,ADMINISTRADORA CLINICA LA COLINA SAS,-74.06551040025236,4.750223730444515,75.0
397,CALLE 16 16-80,Instituciones - IPS,900613550,110012544101,2104,CLINICA SAN FRANCISCO DE ASIS S.A.S,-74.08030744961238,4.60802036029703,52.0
398,Cra 71 127-11,Instituciones - IPS,900169766,110011766701,2274,SANESA UNIDAD QUIRURGICA Y ESTETICA,-74.07652853006286,4.710632799728141,2.0
399,CL 44 # 59 75,Instituciones - IPS,900578105,110012760501,2430,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,-74.09552838970045,4.649048059994842,156.0
