,direccion,clase_de_prestador,nit_ips,codigo_de_habilitacion,id_ips,nombre_ips,longitud_ips,latitud_ips
1114,CALLE 93 # 19 80,Instituciones - IPS,830102932,110010357901,313,CENTRO OCULAR DE MIOPIA DR RINCON,-74.05569875008923,4.678956120442707
1117,AC 134 # 7 83 TO 3 PI 6 MD 361,Instituciones - IPS,830058292,110010369401,316,UROBOSQUE S.A,-74.02988025972857,4.711481560440283
1121,CALLE 50 # 7 36 PI 4,Instituciones - IPS,830014121,110010401401,324,PMA MARLY,-74.06397051987042,4.636920239627493
1129,Carrera 7 # 55-37,Instituciones - IPS,800215908,110010485711,347,CAFI CALLE 56,-74.06251290001568,4.641908290390032
1132,CALLE 40 SUR No 73D-12,Instituciones - IPS,830114846,110010672501,356,CEDIT LTDA,-74.15267389993112,4.617408229627944
1140,CRA 16 # 82 95 CONS 801 - 802,Instituciones - IPS,830007382,110010527101,375,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,-74.05654479959351,4.66893613978691
1141,KR 78 K # 33 A 76 SUR,Instituciones - IPS,830025766,110010546401,378,UNIDAD DE ATENCION PRIMARIA DARSALUD,-74.15080095029298,4.626486350418221
1143,CRA 7 # 68 70,Instituciones - IPS,860007760,110010532201,384,CLINICA LA INMACULADA,-74.05692835955857,4.651492029592849
1144,Calle 51 No. 15- 34,Instituciones - IPS,860013570,110010559702,386,Centro de Atención en Salud Cafam Clínica,-74.06811967018281,4.638939689897959
1145,TV 94 Nº 82 20,Instituciones - IPS,860013570,110010559703,387,Centro de Atención en Salud Cafam Quirigua,-74.10435355044272,4.708103400017053
1146,CL 119 # 7 75,Instituciones - IPS,860037950,110010561801,390,FUNDACION SANTA FE DE BOGOTA,-74.03319863009992,4.695590700123317
1151,CLL 90 # 19 C - 41,Instituciones - IPS,800252821,110010576601,403,FUNDACION OPERACION SONRISA COLOMBIA,-74.0579646300192,4.676698439905716
1156,CALLE 13 # 68 F 25,Instituciones - IPS,860015905,110010572501,413,CLINICA DE NUESTRA SEÑORA DE LA PAZ,-74.12596866009562,4.63817364008231
1157,Avenida Carrera 14 No 1-65,Instituciones - IPS,899999123,110010568101,415,FUNDACION HOSPITAL DE LA MISERICORDIA,-74.08857348993867,4.593613320162669
1159,CRA 16 # 82 57,Instituciones - IPS,830005028,110010959901,421,CLINICA DEL COUNTRY IPS,-74.05689998986358,4.668954789601641
1164,"AK 7 # 119-14 CS 107, 213 A 217, 425",Instituciones - IPS,800162636,110010678001,441,CENTRO QUIRURGICO DE LA SABANA S.A - CIRUSABANA S.A,-74.03180444028739,4.696000110068094
1176,"CL 134 NO 7 B - 83 CONS 307 AL 311, 313 A 317 Y 620",Instituciones - IPS,830103525,110010748101,486,OFTALMOSANITAS SAS,-74.03207532995624,4.711859999597484
1178,CL 134 # 17 71,Instituciones - IPS,860007400,110010744001,490,INSTITUTO COLOMBIANO DEL SISTEMA NERVIOSO - CLINICA MONTSERRAT,-74.0466385298815,4.71674639020696
1179,CALLE 67 # 9 55,Instituciones - IPS,860043998,110010735705,494,OPTICENTRO INTERNACIONAL OPTICA CALLE 67 II,-74.05978983958987,4.651700569752273
1180,CL 79 # 112 B 29 LC 16,Instituciones - IPS,860043998,110010735706,495,OPTICENTRO INTERNACIONAL OPTICA COLSUBSIDIO CIUDADELA,-74.11924802029868,4.720271629886708
1182,CALLE 42 # 13 19,Instituciones - IPS,860066942,110010733504,504,UNIDAD DE SERVICIOS CALLE 42,-74.06720130000997,4.629629620189595
1183,AC 134 # 7 B 83 LC 17,Instituciones - IPS,860066942,110010733505,505,UNIDAD DE SERVICIOS CALLE 134,-74.03207532995624,4.711859999597484
1188,KR 14 # 127 11 PI 1 Y 2,Instituciones - IPS,800099652,110010768301,517,CLINICA LA CAROLINA S.A.,-74.04108265017354,4.704414379840505
1193,AK 45 # 106 30,Instituciones - IPS,800247537,110010752201,529,CLINICA VASCULAR NAVARRA LTDA / CLINICA NAVARRA,-74.05543662977415,4.69382030965722
1194,AK 14 # 26 A 79 SUR,Instituciones - IPS,811007832,110010778206,531,IPS SURA OLAYA BOGOTA,-74.10676588989996,4.579545779971559
1199,CL 26 # 24 52 PI 1 Y 3,Instituciones - IPS,860007336,110010817105,569,CENTRO MEDICO COLSUBSIDIO CALLE 26,-74.07738489042995,4.622320839572849
1200,CRA 4 ESTE # 17 50 AV CIRCUNVALAR,Instituciones - IPS,860013874,110010825801,573,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,-74.06431873023074,4.597794169584346
1202,KR. 19 B # 84 65,Instituciones - IPS,800127648,110010845601,579,HORUS PRINCIPAL,-74.05890243973477,4.671257629638525
1213,TRANSV. 3 NO. 51A-46,Instituciones - IPS,860001475,110010864801,608,CLINICA SANTO TOMÁS S.A,-74.06099339971257,4.637311870316484
1214,AV 1 DE MAYO # 38 41 SUR,Instituciones - IPS,860013779,110010899504,612,"ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA ""PROFAMILIA""",-74.1163431300796,4.5992610900558075
1217,CL 10 No. 18 - 75,Instituciones - IPS,899999017,110010867901,622,Sociedad de Cirugía de Bogotá - Hospital de San José,-74.08636193023564,4.603357079855949
1220,CALLE 77 # 12 A 11,Instituciones - IPS,800149384,110010918602,629,Odontosanitas El Lago,-74.0573434503901,4.662365410334054
1221,"CR. 21 NO. 127 - 03 / AC 127 21 - 60 CN 106, 107, 108, 109, 110 LC 107, 108, 109, 111",Instituciones - IPS,800149384,110010918608,634,CLINICA REINA SOFIA,-74.05188481959985,4.706862759756376
1222,AK 7 124 - 45 PISO 1,Instituciones - IPS,800149384,110010918610,635,LABORATORIO UAP USAQUEN,-74.0291232700999,4.700167239786761
1223,CL 36 # 28 50 / 28 42,Instituciones - IPS,800149384,110010918611,636,CLINISANITAS LA SOLEDAD,-74.07756877017871,4.625704119962588
1225,CALLE 10 No. 18-75,Instituciones - IPS,830007355,110010994101,646,UNIDAD RENAL HOSPITAL SAN JOSE,-74.08636193023564,4.603357079855949
1226,Calle 134 No. 7 b - 83 Piso 2 Consultorio 218,Instituciones - IPS,830007355,110010994103,647,FRESENIUS MEDICAL CARE COLOMBIA UNIDAD RENAL HORIZONTE,-74.05129043042747,4.706636019644195
1227,AC 6 # 71 C-29,Instituciones - IPS,830007355,110010994105,648,UNIDAD RENAL DE LA CLINICA DE OCCIDENTE,-74.13567718995233,4.62937468005086
1233,AV CARACAS # 30 51,Instituciones - IPS,860074971,110010975701,674,INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO,-74.07167598001838,4.618298970074617
1234,Carrera 16 No. 82 - 51 piso dos,Instituciones - IPS,800119574,110011000601,677,OPTISALUD,-74.05713557035189,4.667762249792692
1237,KR 5 # 94 71 SUR,Instituciones - IPS,830040342,110011005401,685,CENTRO DE SALUD JUAN BONAL,-74.11215798966366,4.50007283993675
1238,CL 118 # 21-05,Instituciones - IPS,830053316,110011114001,686,FUNDACION CRESER,-74.05236901962282,4.699716289708636
1239,CL 113 # 7 45 TO B OF 1410-613,Instituciones - IPS,830081128,110011015201,689,BOGOTA LASER REFRACTIVE INSTITUTE S.A,-74.03493264000801,4.691380659714452
1253,CALLE 89 A # 20 57,Instituciones - IPS,830005127,110011177501,719,CENTRO DE CIRUGIA AMBULATORIA IPS LTDA,-74.059834510114,4.677025269965022
1261,TV 60 # 115 - 58 TO B OF 304 A LA 317 y TO C LC 103 Y 104,Instituciones - IPS,800149384,110010918624,757,CLINISANITAS ILARCO,-74.06931673009612,4.699264549688073
1264,KR 53 50 48 SUR,Instituciones - IPS,800003765,110010952307,762,VIRREY SOLIS I.P.S S.A. VENECIA,-74.13854594004923,4.590094699779022
1278,AK 7 40B 17,Instituciones - IPS,830018305,110010919904,791,JAVESALUD JAVERIANA,-74.06563516995712,4.627654399611252
1279,AK 68 13 71,Instituciones - IPS,830128856,110011275117,795,IPS COMPLEJO AVENIDA 68,-74.11713078998869,4.639039460356746
1280,CALLE 163 A # 15 77/89,Instituciones - IPS,860007336,110010817114,797,CLINICA MATERNO INFANTIL COLSUBSIDIO,-74.03791608969532,4.742021859930547
1283,KR 111 C # 86 74 LC 1-16,Instituciones - IPS,860043998,110010735718,803,OPTICENTRO INTERNACIONAL UNICENTRO OCCIDENTE,-74.1135489302698,4.722770640272131
1284,KR 7 # 139 07 LC 1-25,Instituciones - IPS,860043998,110010735720,805,OPTICENTRO INTERNACIONAL OPTICA PALATINO,-74.02935392961709,4.715607219677333
1289,AV CARACAS 49-55 LC5,Instituciones - IPS,900033752,110011507002,829,OPTICA UNIVER TEUSAQUILLO,-74.06744503989601,4.637069330309077
1290,AV. CALLE 145 No 101 - 12 LOCAL 7 C.C. FIESTA SUBA,Instituciones - IPS,900033752,110011507004,830,OPTICA UNIVER HILARCO,-74.09238396011759,4.743699780064211
1291,DG 49 A SUR # 51 29 LOCAL 2,Instituciones - IPS,900033752,110011507005,831,OPTICA UNIVER VENECIA,-74.13900042020936,4.591017470034359
1294,CRA 24 50-68,Instituciones - IPS,830027558,110010231706,841,IMEVI LTDA,-74.0742426599229,4.639397629821575
1295,CL 65 SUR 78L 65,Instituciones - IPS,830128856,110011275118,845,IPS BOSA,-74.17310614035722,4.595261430094808
1297,CL 146 A # 106 20 LC 1-095,Instituciones - IPS,860043998,110010735725,860,OPTICENTRO INTERNACIONAL PLAZA IMPERIAL,-74.09563165014404,4.748537520211498
1305,KR 101 # 69 - 67,Instituciones - IPS,860007336,110010817116,880,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA,-74.12025855043316,4.701167580131699
1306,CL 17 # 114 12 LC 5-6-18,Instituciones - IPS,860007336,110010817117,881,CENTRO MEDICO COLSUBSIDIO FONTIBON,-74.15404358010944,4.682188299955007
1307,KR 48 # 122 - 28,Instituciones - IPS,900006808,110011590401,882,CENTRO DE SALUD CIRUGIA ESTETICA AMBULATORIA,-74.0574815097712,4.703713070128896
1310,Cl 94 No 23 -43,Instituciones - IPS,860066942,110010733509,896,UNIDAD DE SERVICIOS CALLE 94,-74.05755959043736,4.681134420111582
1320,AK 45 # 176 31 PI 2,Instituciones - IPS,860007336,110010817118,928,CENTRO MEDICO COLSUBSIDIO PORTAL DEL NORTE,-74.04633756012534,4.757124979818798
1321,AK 68 Nro 68B-31,Instituciones - IPS,830007355,110010994107,930,FRESENIUS MEDICAL CARE COLOMBIA S.A UNIDAD RENAL CRUZ ROJA BOGOTA,-74.08931158979355,4.673155680413957
1323,CL 137 # 19 42,Instituciones - IPS,900090619,110011645001,936,TPF CIRUJANOS Y CIA LTDA- NUEVA CLINICA LOS CEDROS,-74.04707521980573,4.721682749764247
1330,AUTOP SUR # 71 75,Instituciones - IPS,860007336,110010817127,961,CONSULTORIO MEDICO MEXICHEM COLOMBIA SAS,-74.16433437008554,4.595529030390633
1332,Carrera 89a # 79 - 03 4° piso,Instituciones - IPS,800149384,110010918634,973,CLINISANITAS CALLE 80,-74.10347350958645,4.704416729973929
1337,CL 103 # 69 B 43 Casa 6,Instituciones - IPS,860066942,110010733510,988,CONSULTORIO EMPRESARIAL CARACOL TELEVISION,-74.07322046965605,4.694026700137962
1340,CL 94 # 23 - 43 PISO 6-7,Instituciones - IPS,800065396,110010240415,992,INSTITUTO DE DIAGNOSTICO MEDICO S.A COMPENSAR CLL 94,-74.05755959043736,4.681134420111582
1344,Calle 28 No. 13A - 15 - Piso 2,Instituciones - IPS,860066942,110010733514,1004,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO,-74.07126672015136,4.615888550136794
1345,AV. ELDORADO No. 68 D-35 P 6,Instituciones - IPS,860066942,110010733515,1005,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL CAMARA DE COMERCIO DE BOGOTA,-74.10624369024217,4.657330589911222
1346,CL 72 No. 11-86,Instituciones - IPS,860066942,110010733516,1006,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL UNIVERSIDAD PEDAGOGICA NACIONAL,-74.0591966604482,4.658360769848387
1347,KR 127 No. 15B-60 Piso 1,Instituciones - IPS,860066942,110010733518,1008,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL FINART S.A.,-74.16320917988654,4.688067029806612
1348,CL 75 # 22 66 PI 2,Instituciones - IPS,800149384,110010918636,1023,LABORATORIO UAP URILAR HEROES,-74.06440680016287,4.665228920129933
1354,CL 6 C# 69 A 57 CS 101-102-201-202-203-204-205-206-301-302-303-304,Instituciones - IPS,860066191,110011005810,1051,CENTRO MEDICO MEDICOS ASOCIADOS PAEZ,-74.12886290977018,4.63093841030576
1377,KR 7 C # 124 - 52,Instituciones - IPS,900174031,110011776601,1106,CLINICA MARCO MARTINEZ EU CLINICA SAN MIGUEL,-74.03174998980474,4.701066259804505
1381,CL 19 SUR # 21-32 PI 3 y 4,Instituciones - IPS,860007336,110010817134,1119,CENTRO MEDICO COLSUBSIDIO RESTREPO,-74.10355215978451,4.5858549399415685
1382,AC 26 No. 51-80,Instituciones - IPS,860066942,110010733526,1120,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL SUPERINTENDENCIA DE SOCIEDADES,-74.09491388006236,4.643343460304666
1388,KR 36 # 25 D 14,Instituciones - IPS,860066191,110011005813,1139,INSTITUTO MEDICO DE ESPECIALISTAS FUNDADORES,-74.08477795964124,4.631326510235546
1396,CRA 54 N 3-28,Instituciones - IPS,900175878,110011828401,1159,VIVIRSALUD UNIDAD MEDICOQUIRURGICA DE ESPECIALISTAS,-74.11869876967272,4.619109520282297
1402,KR 18 N° 84 - 11 PISO 2 Y 3,Instituciones - IPS,830001007,110010403504,1173,CENTRO MEDICO COLMEDICA SEDE COUNTRY PARK,-74.05756643020993,4.669940130325412
1408,"Calle 23 No. 66- 46 IN 4 CN 411, CN 1011, CN 1012",Instituciones - IPS,900167843,110011852801,1189,COLTRAUMA S.A.S,-74.10640329032543,4.64804106970914
1410,CL 20 Nº 82 - 52 LC 1 - 33,Instituciones - IPS,860043998,110010735728,1199,OPTICENTRO INTERNACIONAL HAYUELOS,-74.13032906990833,4.663635690145809
1413,KR 7 C # 127 07,Instituciones - IPS,900224252,110011895801,1219,CLINICA DA VINCI SAS,-74.0313245198384,4.7032183900942774
1417,AC 127 No 20-51 PISOS 2 y 3,Instituciones - IPS,800149384,110010918641,1227,PROGRAMA DE HOSPITALIZACION DOMICILIARIA,-74.05115732974677,4.706006770233981
1418,Calle 27 Nº 26- 24 Sur,Instituciones - IPS,860013570,110010559713,1228,Centro de Atención en Salud Cafam Centenario,-74.11084534981094,4.586714489671007
1420,AK 45 (AUTOP NORTE) # 162 - 52,Instituciones - IPS,800003765,110010952314,1235,VIRREY SOLIS IPS S.A. AUTOPISTA NORTE CALLE 162,-74.04712100963071,4.743522539888043
1425,"AC 145 No 85-52 LOCAL 1 , LOCAL 3",Instituciones - IPS,800003765,110010952315,1257,VIRREY SOLIS IPS S.A - SUBA,-74.0816156401095,4.737604280401858
1428,CARRERA 45 A N° 95 - 57,Instituciones - IPS,900210768,110011934101,1267,CIRUGÍA PLÁSTICA LA CASTELLANA S.A.S.,-74.05875357990902,4.684308170277514
1432,CALLE 83 No. 16 A-43 PISO 1,Instituciones - IPS,830005028,110010959904,1282,CENTRO DE INVESTIGACIÒN CLINICA DEL COUNTRY,-74.0571041499782,4.669140989575518
1450,"CALLE 83 No 16A-10 piso 2,3,4,5",Instituciones - IPS,830005028,110010959905,1348,CENTRO DE ONCOLOGIA CLINICA DEL COUNTRY,-74.05716561001499,4.669350110046718
1452,AC 13 # 47 54,Instituciones - IPS,830128856,110011275133,1354,IPS ZONA INDUSTRIAL,-74.10504170037457,4.626469840353148
1453,DG 49 SUR # 53 59,Instituciones - IPS,830128856,110011275141,1361,CENTRO MEDICO FAMILIAR VENECIA,-74.13919074986185,4.59153533993162
1455,AC 20 SUR # 6 28,Instituciones - IPS,830128856,110011275145,1366,CENTRO MEDICO Y ODONTOLOGICO 20 DE JULIO,-74.09160233958212,4.573157920095859
1463,"CL 97 No. 23 37 CONS 307, 703, 704, 721",Instituciones - IPS,900159763,110012021301,1381,SERVICIOS OFTALMOLOGICOS OFTALMOCENTER LTDA SIGLA OFTALMOCENTER LTDA,-74.0566910596948,4.684747740122781
1467,CL 24 # 81-93,Instituciones - IPS,900295612,110012025101,1389,CORPOLINEA EU,-74.12207233972164,4.668193170338287
1468,Carrera 15 No. 68 - 51,Instituciones - IPS,844002258,110012025201,1390,SERVICIO CARDIOLÓGICO DEL LLANO,-74.06451985044644,4.656332150429512
1471,CL 45 B No 24-25,Instituciones - IPS,800065396,110010240419,1395,INSTITUTO DE DIAGNÓSTICO MÉDICO S.A SEDE PALERMO,-74.07543897962444,4.635133860197272
1473,CL 127 No. 19 A - 28 CS 602 y 603,Instituciones - IPS,900301238,110012034201,1400,CENTRO ESPECIALIZADO EN CUIDADO DE HERIDAS Y OSTOMIAS,-74.04963014974633,4.7057322904436365
1475,KR 15 # 34 47,Instituciones - IPS,860013779,110010899505,1403,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,-74.07045742970853,4.623715520233039
1477,KR 96 C # 21 A 43,Instituciones - IPS,900211668,110012041401,1406,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,-74.1368462700395,4.672026719792709
1482,AC 26 No.66A-48 PISO 2-3 Torre C,Instituciones - IPS,800065396,110010240421,1429,IDIME S.A COMPENSAR 26,-74.10170140033051,4.652548090263403
1484,CL 134 # 7 B 83 LC 2,Instituciones - IPS,830027558,110010231710,1434,IMEVI LTDA,-74.03207532995624,4.711859999597484
1486,CRA. 19C No. 91-08,Instituciones - IPS,800117564,110010793902,1441,CENTRO ADMINISTRATIVO Y ASISTENCIAL CM,-74.05688650974442,4.677360079891244
1489,AK 36 No. 23 - 33,Instituciones - IPS,860066942,110010733533,1459,UNIDAD DE SERVICIOS EAAB CENTRO NARIÑO,-74.0913745699452,4.626509979715102
1490,AK 14 N. 41 - 70 SUR,Instituciones - IPS,860066942,110010733535,1461,UNIDAD DE SERVICIOS EAAB SANTA LUCIA,-74.12188178998187,4.573654060394979
1491,KR 13 No 28-44 sur P 2,Instituciones - IPS,900328323,110012084001,1464,Miocardio SAS,-74.10441773956136,4.573800040097265
1494,KR 52 N° 67 A 71 Zona 18,Instituciones - IPS,800003765,110010952320,1479,VIRREY SOLIS IPS.S.A SAN JOSE INFANTIL,-74.07897204016216,4.665141070347072
1495,AK 45 Nº 123-24 Sótano CS 8 Piso 1,Instituciones - IPS,860015536,110010945606,1481,PUNTO DE TOMA DE MUESTRAS SANTA BARBARA,-74.05385317032116,4.704346010203197
1496,Transversal 74F #40G-35 SUR,Instituciones - IPS,900033752,110011507010,1482,OPTICA UNIVER KENNEDY,-74.15528685025929,4.616912090232175
1498,CLL 98 # 9A-46 PISO 2 Y 7,Instituciones - IPS,900341876,110012093701,1486,WORLD MEDICAL CENTER,-74.04287711041205,4.6808171101090466
1509,KR 7ª No 26-04 SUR PI1 Y PI3 (303),Instituciones - IPS,860066942,110010733539,1520,SEDE 20 DE JULIO,-74.09485889957371,4.570131779643757
1510,Carrera 14 A No. 68 - 31,Instituciones - IPS,800223206,110012123801,1525,BIENESTAR IPS S.A.S. CHAPINERO,-74.06367933007274,4.655586390271967
1516,CL 83 # 16 A 44 LC 402 604 602,Instituciones - IPS,900219866,110012132301,1538,MEDICARTE AGENCIA BOGOTÁ,-74.05690277014938,4.684613069639842
1517,CL. 63 # 11-45 OF. 209 y 213,Instituciones - IPS,900232301,110012134001,1541,AUDIFONOS ALCIRA RAMIREZ SAS,-74.06295655008672,4.649094930282857
1522,KR 14 A # 112 79,Instituciones - IPS,900167158,110012143501,1562,NEXUS GROUP SAS,-74.0420235797381,4.695538750323829
1527,Calle 20 No. 98-62,Instituciones - IPS,900385628,110012156401,1577,Medicentro Familiar IPS SAS,-74.14212514973805,4.674393450155331
1532,CL 79 No. 89A-40 LC 221-222,Instituciones - IPS,800233471,110010548023,1597,SEDE CL 80 C.C. PRIMAVERA PLAZA,-74.10353978998306,4.7046289402744055
1551,AC 57 # 26 12,Instituciones - IPS,900412444,110012213901,1656,IPS HOSPITAL ORTOPEDICO SAS,-74.07387002975989,4.645662319889274
1552,CALLE 124 NO 7 38 P 7 702,Instituciones - IPS,900422248,110012215301,1660,INSTITUTO DE FERTILIDAD HUMANA SAS,-74.02940438978324,4.699879390049197
1562,CALLE 27 SUR N° 21 A - 47,Instituciones - IPS,900033752,110011507014,1690,OPTICA UNIVER OLAYA,-74.1089972799129,4.582745610089806
1563,DIAGONAL 53 SUR # 1 -51 piso 2,Instituciones - IPS,830018305,110010919911,1694,JAVESALUD PALERMO SUR,-74.11185981007476,4.541837289897332
1568,AK 86 N0. 42B-51 SUR L 2-165/166/167,Instituciones - IPS,800233471,110010548026,1706,SERVIOFTALMOS CC MILENIO PLAZA,-74.16905702014667,4.629656520220344
1574,KR 17 A # 105 - 70,Instituciones - IPS,900040590,110011479601,1734,NEW IMAGE AESTHETIC SURGERY LTDA,-74.04891386996971,4.691651899673992
1581,CL 106 # 17 45,Instituciones - IPS,800006602,110010872001,1755,CLINICA AVELLANEDA HERNANDEZ S.A.S.,-74.04868240017213,4.69144699022176
1582,CRA 23 137 57,Instituciones - IPS,900462440,110012280701,1756,VITALEM IPS SAS,-74.05025509960466,4.723194720140501
1591,CLL 93 No 19 B - 94,Instituciones - IPS,860015536,110010945607,1777,INTELLECTUS CENTRO DE MEMORIA Y COGNICION,-74.05648680974865,4.679366490069415
1592,CL 38 C SUR # 78 P 03,Instituciones - IPS,830117759,110010917702,1778,CLINICA DEL SENO IPS LTDA SEDE KENEDY,-74.1563039300105,4.624114439554528
1598,Calle 101 No.45a-42,Instituciones - IPS,860005114,110011509903,1788,LINDE COLOMBIA AGENCIA PROGRAMA LISA BOGOTA,-74.05802965007945,4.687808300415578
1600,CALLE 119 N. 7 - 14 CONS 821,Instituciones - IPS,900461704,110012312001,1793,HEMOSERVICES SAS,-74.03217476986494,4.696330549901459
1606,KR. 11 A N° 97- 55 CS 201 AL 208 PI 1,Instituciones - IPS,900484802,110012336801,1807,CLINICA CATAÑO & MARQUEZ,-74.04534720974542,4.681069009908698
1609,Calle 127 Nº 21-85,Instituciones - IPS,860013570,110010559722,1813,Centro de Atencion en Salud CAFAM Calle 127,-74.05276103992124,4.7059599503099365
1611,CALLE 116 NO. 9-72 CONSULTORIO 603,Instituciones - IPS,800201018,110011048803,1815,CLINICA VASCULAR DE BOGOTA SEDE NORTE,-74.03610558015595,4.695180759920164
1613,CL 63 No. 13-34 PISO 6,Instituciones - IPS,900413988,110012208202,1821,IPS DE LAS AMÉRICAS CHAPINERO CALLE 63,-74.06379307026245,4.649640930229076
1616,KR 92 # 151 - 01 LC 201,Instituciones - IPS,860007336,110010817143,1828,CENTRO MEDICO COLSUBSIDIO SUBA,-74.0845232701902,4.747080859957889
1619,AK 19 No 151-75,Instituciones - IPS,900407148,110012384501,1844,LAFAM CLINICA OFTALMOLOGICA,-74.05139492964786,4.691846439642922
1620,Kra 12 No 82 - 02 Lc 283,Instituciones - IPS,900407148,110012384508,1851,LAFAM OPTICAS,-74.05314989994648,4.666755639962702
1621,CL 19 # 28 80 LC A - 29,Instituciones - IPS,900407148,110012384511,1854,LAFAM OPTICAS,-74.0865707301487,4.617069089720414
1622,Ac 170 No 68 - 01 Lc 14,Instituciones - IPS,900407148,110012384519,1862,LAFAM OPTICAS,-74.0633386296282,4.758377250190225
1623,Kr 32 No 17 B - 04 Lc 233/234,Instituciones - IPS,900407148,110012384520,1863,LAFAM OPTICAS,-74.0902719597992,4.617682800332967
1628,"Centro Comercial Unicentro, Entrada 2, Local 1-223",Instituciones - IPS,860048656,110010391603,1882,FUNDACION OFTALMOLOGICA NACIONAL,-74.04115094998289,4.702134470042189
1638,Carrera 40 No 24 D 07,Instituciones - IPS,900536325,110012427901,1919,PSQ SAS,-74.09070591974327,4.632545090304815
1640,CALLE 127A N° 7-53 CS 5001 5002 5003 5004 5005 5006,Instituciones - IPS,900374792,110012435201,1928,INSTITUTO NACIONAL DE OFTALMOLOGIA S.A.,-74.0286990595716,4.703578869752315
1642,CALLE 26A No. 33A - 28,Instituciones - IPS,900532504,110012436901,1932,DAVITA BOGOTA CENTRO LA 26,-74.08319001040844,4.631298190192081
1643,Calle 73 No 72a-09,Instituciones - IPS,900532504,110012436903,1934,DAVITA BOGOTA SANTA MARIA DEL LAGO,-74.09536722026039,4.688934429680328
1650,KR 19 C 90-30 PI 4,Instituciones - IPS,800117564,110010793903,1965,UNIDAD MATERNO FETAL CLINICA DE LA MUJER S.A.S.,-74.05700350992028,4.67714128962589
1651,"CL 147 # 101 - 56 Locales 324, 325, 329 y 330.",Instituciones - IPS,860007336,110010817146,1968,PUNTO DE ATENCION EN SALUD SUBA,-74.09287068979641,4.744519389842132
1656,CRA 20 # 23-04 SUR,Instituciones - IPS,800149453,110010917816,1978,TORRE 6 - CPO,-74.10539564018977,4.58297406003962
1662,CR 21 NO. 166 34,Instituciones - IPS,800251440,110012482602,2001,UNIDAD DE ATENCION PRIMARIA TOBERIN,-74.04415845026533,4.746944489873148
1663,AK 19 N° 120 - 71 Of 101,Instituciones - IPS,860002541,110010936107,2004,SERVICIO DE OTORRINOLARINGOLOGIA - 122,-74.04981230023819,4.701329399863741
1664,Calle 24 NO 29 61 CONS 130 131,Instituciones - IPS,830120157,110011429101,2007,COLOMBIANA DE TRASPLANTES HOSP MAYOR,-74.0821972902728,4.623825450162558
1674,AK. 68 N. 31 - 41 SUR PI 1,Instituciones - IPS,860066942,110010733546,2046,SEDE SAMU ALQUERIA,-74.13094421016375,4.6070815797035305
1683,Carrera 7 C No 123 - 65,Instituciones - IPS,860450371,110010647902,2084,CENTRO DE DIAGNOSTICO Y DE CIRUGÍA AMBULATORIA USANAR LTDA,-74.03239114976239,4.7002038698601405
1685,Calle 95 N° 23-61,Instituciones - IPS,900291018,110012529701,2091,CLINICA LOS NOGALES SAS,-74.05708075964483,4.682918130117
1688,calle 119 No. 7-14 (Segundo Piso),Instituciones - IPS,860037950,110010561808,2101,Centro integral diagnostico de la mujer,-74.0322896302538,4.696165870317598
1689,"Cra 7B Bis N° 132 - 38 EDIFICIO FOREST MEDICAL CENTER, PISO 3 Y UNIDADES 401,402,403,404,405",Instituciones - IPS,900033752,110011507017,2103,Oftalmohelp Qx,-74.03022605990898,4.7110180202013545
1690,CL 166 N 22 68 P 1,Instituciones - IPS,800251440,110012482607,2106,UNIDAD DE SALUD MENTAL TOBERIN,-74.04589329021674,4.7471197703991574
1697,CARRERA 16 No 82 - 32,Instituciones - IPS,830005028,110010959909,2115,CENTRO DIAGNOSTICO - CLINICA DEL COUNTRY,-74.05674433967262,4.668119930114554
1698,AVENIDA 19 NUMERO 102 - 31 LOCAL 1-4,Instituciones - IPS,800017308,110010778802,2116,CLINICA LA SABANA S.A,-74.05221319965027,4.688004719815471
1706,Cra 15# 83-33 PISO 4 Y 5,Instituciones - IPS,900067918,110012565401,2132,Clinica Dhara,-74.05616704993169,4.66872079034921
1713,AK 45 No. 145 - 24 P1-2-3,Instituciones - IPS,860066942,110010733550,2168,UNIDAD DE SERVICIOS CALLE 145,-74.04957142957117,4.727357420040493
1717,cra 5 no 15 80 piso 2,Instituciones - IPS,860013570,110010559727,2177,Centro de Atención en Salud Cafam Procuraduría,-74.07143303963295,4.601315840264245
